"SQGDP2 Gross domestic product (GDP) by state 1/"
"Gross domestic product (GDP) by state: All industry total (Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2","2021:Q3"
"50000","Vermont",26754.8,27325.8,27758.2,27787.6,27788.3,28260.1,28421.7,29204.5,29053.7,29591.5,29379.9,28939.9,29331.6,29251.7,29130.9,29444.0,29279.5,29805.9,30458.4,30853.7,30657.1,30800.9,31127.3,31147.7,31269.4,31571.8,31789.0,32014.5,31937.5,32077.0,32294.3,32678.8,32677.6,33044.4,33116.5,33292.2,33520.3,33896.4,34323.6,34769.7,34378.2,30803.8,34028.4,34529.4,34981.5,36088.5,36673.9
"51000","Virginia",418706.7,426462.6,430039.6,432760.7,430027.7,433571.1,436602.6,440519.7,441572.4,444776.8,448600.7,448944.6,456522.0,455409.3,457623.3,461007.3,458072.3,463363.9,467632.6,471658.4,476016.8,483114.4,487682.1,488332.6,488467.5,494172.3,498106.1,503338.6,501851.8,505836.0,511500.5,520383.0,522470.1,531295.0,535206.1,538057.1,546052.2,551335.8,557589.0,562246.3,561706.1,516948.3,555057.2,564431.7,571358.7,586249.7,597983.1
"53000","Washington",356272.7,364862.2,368781.9,372074.2,374002.3,377051.8,379621.0,387624.2,395410.5,399945.0,404652.6,402114.2,413912.4,414997.5,422764.3,424695.3,429419.3,435640.1,446928.1,450604.4,457749.9,465354.0,472109.2,471545.8,484068.9,483284.4,488571.3,493175.8,510858.2,515205.0,522022.3,531685.9,551251.3,564977.1,569708.6,571985.9,589231.4,595885.4,600837.2,605541.1,615445.4,567804.8,612596.1,621169.0,638584.6,661519.7,673168.7
"54000","West Virginia",64570.3,65283.5,67051.9,67088.9,66874.4,69427.2,69854.2,70780.5,70723.6,70918.3,70082.6,69564.3,71184.2,71214.3,71630.3,71897.2,71304.6,72919.5,73434.9,72933.8,71162.0,71962.2,71393.5,70756.5,69226.4,70547.0,71446.1,72478.2,73785.5,74297.9,74808.3,76306.0,77979.6,79064.2,79392.8,79742.5,77282.6,78448.5,79530.7,81296.9,78278.1,69001.5,76981.2,79159.1,82441.9,85798.9,88242.5
"55000","Wisconsin",250933.0,254616.9,258286.4,261895.3,261358.9,264748.5,268774.7,270575.3,275468.0,277546.2,277304.2,278110.0,281854.9,282055.0,284636.6,288536.9,288094.0,295521.7,298417.7,300750.6,303173.5,306929.5,309291.1,310637.6,311041.0,313641.8,315213.5,316396.7,314961.4,315950.9,318554.4,323990.2,326217.2,331471.6,334007.4,337357.7,338647.4,343395.1,346870.8,349986.0,346810.6,313347.5,343004.2,347693.9,352389.3,363585.9,369022.7
"56000","Wyoming",37439.5,37248.0,37861.2,38174.2,38780.9,40041.0,39777.8,40405.8,39782.7,39216.3,38214.6,38208.0,39385.4,39017.8,39462.3,39293.6,39665.6,40508.8,40788.3,40279.7,38897.2,38717.5,38586.0,37506.9,35259.2,35785.7,36069.0,36402.0,36505.8,36654.1,36714.8,37580.3,38463.9,39064.2,39240.1,39360.9,38910.9,39479.4,39703.2,40309.9,38581.1,32691.6,36473.1,37548.1,39754.9,41198.9,42535.8
"91000","New England",823676.7,838397.2,848168.6,849000.5,837867.1,859916.1,857098.3,869259.0,876197.1,886722.9,891551.6,892852.1,895667.1,896372.1,906399.5,913995.6,906750.1,921746.6,939079.4,956946.3,965820.1,980026.3,982463.7,992780.1,994968.8,1001445.5,1008230.2,1022023.8,1018884.4,1028341.0,1041287.6,1060300.6,1062843.3,1085174.2,1095279.9,1101650.4,1109237.6,1128069.2,1140815.5,1152969.6,1139549.0,1036564.2,1125065.3,1137957.1,1155360.9,1188516.4,1209615.4
"92000","Mideast",2762778.4,2808560.0,2811890.9,2817041.1,2833938.2,2852781.7,2872063.1,2904317.4,2953442.2,2987592.5,3023803.1,3036723.5,3044419.3,3063491.7,3091739.0,3140789.1,3140923.1,3188472.0,3238450.6,3265912.1,3295908.6,3335405.2,3351985.8,3341944.2,3389434.6,3426177.5,3458146.5,3486857.3,3494566.6,3514267.8,3554114.7,3588452.0,3633124.3,3694919.9,3728637.8,3761120.1,3780542.2,3841608.9,3888740.2,3928836.8,3830223.8,3519596.5,3783553.7,3851634.9,3933580.9,4046811.2,4116962.9
"93000","Great Lakes",2042294.4,2084758.0,2120440.3,2136339.9,2144653.8,2168155.0,2192070.6,2228504.2,2251373.7,2274688.0,2283505.1,2280238.8,2324395.2,2320662.3,2344004.0,2376289.1,2379853.2,2433879.1,2471446.2,2484519.4,2495092.8,2522493.0,2538621.4,2545340.2,2538833.5,2569422.5,2585961.8,2606368.2,2600789.3,2621419.7,2649962.6,2696177.0,2709087.0,2756047.3,2779563.9,2799677.2,2795293.5,2829013.5,2858251.6,2880901.9,2839067.8,2569490.6,2801212.7,2846623.8,2912566.0,3008741.5,3060889.8
"94000","Plains",947602.9,963422.7,976785.9,992040.0,995631.9,1013848.9,1021889.2,1038004.9,1059822.2,1070072.9,1069657.8,1075167.1,1094669.7,1097157.6,1110527.8,1118739.4,1120874.8,1151505.3,1168879.8,1175523.6,1178107.2,1186198.1,1194008.4,1194880.9,1188656.9,1201427.5,1212159.3,1220653.6,1221848.3,1231428.8,1242201.2,1261933.6,1275211.0,1290251.3,1300549.7,1309842.2,1307022.8,1323244.6,1338987.7,1353426.7,1346071.3,1220876.8,1331571.8,1363873.9,1402257.5,1456793.8,1484881.2
"95000","Southeast",3206027.8,3252464.9,3289102.1,3316690.1,3303748.3,3346399.7,3362089.0,3397182.6,3435871.7,3458843.5,3478635.6,3480149.0,3546770.5,3544271.8,3585723.5,3621271.4,3629475.0,3692318.8,3742823.8,3774847.9,3814606.7,3871648.5,3908138.1,3922698.2,3943755.8,3987217.2,4017648.9,4062563.4,4105793.5,4141795.3,4191886.4,4260028.2,4293466.3,4360748.6,4384808.9,4416390.7,4477339.8,4531406.6,4580675.2,4619870.0,4605468.1,4169313.3,4533006.4,4603448.1,4724122.8,4866408.5,4970042.1
"96000","Southwest",1702587.8,1718830.6,1745840.7,1776786.7,1803643.2,1851592.5,1866531.5,1900427.9,1928703.8,1942092.3,1955635.5,1995247.4,2024766.7,2050653.9,2085394.8,2100139.8,2108609.2,2155719.7,2186722.8,2172082.0,2151998.5,2147426.7,2152474.1,2148027.0,2118995.5,2151088.8,2176652.6,2205703.5,2242357.3,2267926.4,2296884.7,2354882.0,2410647.4,2458755.7,2477642.8,2490352.9,2506875.8,2533186.3,2547682.1,2570708.9,2523717.3,2244733.8,2462098.0,2512793.2,2579400.8,2664314.6,2737988.2
"97000","Rocky Mountain",500534.8,502553.3,510302.2,520907.2,522581.7,530106.3,532612.4,537773.8,542257.5,544471.3,545360.8,551333.8,564042.2,567549.5,576488.9,581536.6,588507.7,598781.6,606653.0,613080.5,614290.3,620255.2,623850.7,624825.1,626504.5,633808.1,641317.8,650154.9,662133.5,668312.8,676129.9,689216.1,709583.2,720692.8,725357.8,730358.6,748500.0,759758.4,764598.4,771609.9,777663.7,699672.2,758527.0,771339.0,795128.4,821210.4,838746.7
"98000","Far West",2678344.8,2708943.4,2733904.8,2793213.5,2799593.4,2823647.6,2830748.8,2855465.6,2908225.8,2929763.9,2958623.0,2994346.6,3021738.8,3046292.3,3096555.6,3167009.1,3155426.3,3206671.6,3275497.8,3295692.4,3362493.5,3418803.5,3443659.0,3450013.1,3516084.4,3531886.5,3565921.6,3604897.0,3699181.9,3741496.4,3797409.9,3860242.6,3928957.7,4001930.7,4040669.4,4076396.9,4147049.4,4213879.1,4255564.5,4284457.3,4286124.8,3884660.6,4211487.0,4253194.5,4397548.8,4546877.7,4636966.7
"Legend / Footnotes:"
"1/ For levels: millions of dollars, seasonally adjusted at annual rates; for annualized percent change and compound growth rate: seasonally adjusted at annual rates. Industry detail is based on the 2012 North American Industry Classification System (NAICS). Calculations are performed on unrounded data."
"* For the All industry total and Government and government enterprises, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"Last updated: December 23, 2021-- new statistics for 2021:Q3."
