State,State Code,Year,Month Code,Gender,Deaths
Georgia,13,2012,2012/11,Male,3081
Georgia,13,2012,2012/12,Female,3562
Georgia,13,2012,2012/12,Male,3457
Georgia,13,2013,2013/01,Female,3561
Georgia,13,2013,2013/01,Male,3573
Georgia,13,2013,2013/02,Female,3079
Georgia,13,2013,2013/02,Male,3080
Georgia,13,2013,2013/03,Female,3507
Georgia,13,2013,2013/03,Male,3394
Georgia,13,2013,2013/04,Female,3051
Georgia,13,2013,2013/04,Male,3201
Georgia,13,2013,2013/05,Female,3006
Georgia,13,2013,2013/05,Male,3112
Georgia,13,2013,2013/06,Female,2902
Georgia,13,2013,2013/06,Male,2862
Georgia,13,2013,2013/07,Female,2868
Georgia,13,2013,2013/07,Male,2998
Georgia,13,2013,2013/08,Female,2900
Georgia,13,2013,2013/08,Male,3087
Georgia,13,2013,2013/09,Female,2906
Georgia,13,2013,2013/09,Male,2922
Georgia,13,2013,2013/10,Female,2869
Georgia,13,2013,2013/10,Male,3077
Georgia,13,2013,2013/11,Female,3057
Georgia,13,2013,2013/11,Male,3300
Georgia,13,2013,2013/12,Female,3336
Georgia,13,2013,2013/12,Male,3440
Georgia,13,2014,2014/01,Female,3612
Georgia,13,2014,2014/01,Male,3769
Georgia,13,2014,2014/02,Female,2967
Georgia,13,2014,2014/02,Male,3160
Georgia,13,2014,2014/03,Female,3242
Georgia,13,2014,2014/03,Male,3266
Georgia,13,2014,2014/04,Female,3167
Georgia,13,2014,2014/04,Male,3067
Georgia,13,2014,2014/05,Female,3215
Georgia,13,2014,2014/05,Male,3219
Georgia,13,2014,2014/06,Female,2964
Georgia,13,2014,2014/06,Male,2931
Georgia,13,2014,2014/07,Female,2917
Georgia,13,2014,2014/07,Male,3118
Georgia,13,2014,2014/08,Female,3035
Georgia,13,2014,2014/08,Male,3118
Georgia,13,2014,2014/09,Female,2893
Georgia,13,2014,2014/09,Male,3021
Georgia,13,2014,2014/10,Female,3091
Georgia,13,2014,2014/10,Male,3177
Georgia,13,2014,2014/11,Female,3111
Georgia,13,2014,2014/11,Male,3342
Georgia,13,2014,2014/12,Female,3756
Georgia,13,2014,2014/12,Male,3729
Georgia,13,2015,2015/01,Female,3875
Georgia,13,2015,2015/01,Male,3663
Georgia,13,2015,2015/02,Female,3368
Georgia,13,2015,2015/02,Male,3273
Georgia,13,2015,2015/03,Female,3502
Georgia,13,2015,2015/03,Male,3579
Georgia,13,2015,2015/04,Female,3214
Georgia,13,2015,2015/04,Male,3314
Georgia,13,2015,2015/05,Female,3215
Georgia,13,2015,2015/05,Male,3305
Georgia,13,2015,2015/06,Female,3009
Georgia,13,2015,2015/06,Male,3246
Georgia,13,2015,2015/07,Female,3152
Georgia,13,2015,2015/07,Male,3344
Georgia,13,2015,2015/08,Female,2968
Georgia,13,2015,2015/08,Male,3272
Georgia,13,2015,2015/09,Female,3076
Georgia,13,2015,2015/09,Male,3149
Georgia,13,2015,2015/10,Female,3213
Georgia,13,2015,2015/10,Male,3422
Georgia,13,2015,2015/11,Female,3333
Georgia,13,2015,2015/11,Male,3323
Georgia,13,2015,2015/12,Female,3490
Georgia,13,2015,2015/12,Male,3637
Georgia,13,2016,2016/01,Female,3566
Georgia,13,2016,2016/01,Male,3690
Georgia,13,2016,2016/02,Female,3308
Georgia,13,2016,2016/02,Male,3457
Georgia,13,2016,2016/03,Female,3557
Georgia,13,2016,2016/03,Male,3640
Georgia,13,2016,2016/04,Female,3289
Georgia,13,2016,2016/04,Male,3369
Georgia,13,2016,2016/05,Female,3142
Georgia,13,2016,2016/05,Male,3423
Georgia,13,2016,2016/06,Female,3089
Georgia,13,2016,2016/06,Male,3287
Georgia,13,2016,2016/07,Female,3222
Georgia,13,2016,2016/07,Male,3362
Georgia,13,2016,2016/08,Female,3207
Georgia,13,2016,2016/08,Male,3442
Georgia,13,2016,2016/09,Female,3165
Georgia,13,2016,2016/09,Male,3302
Georgia,13,2016,2016/10,Female,3205
Georgia,13,2016,2016/10,Male,3394
Georgia,13,2016,2016/11,Female,3329
Georgia,13,2016,2016/11,Male,3502
Georgia,13,2016,2016/12,Female,3659
Georgia,13,2016,2016/12,Male,3822
Georgia,13,2017,2017/01,Female,3762
Georgia,13,2017,2017/01,Male,3818
Georgia,13,2017,2017/02,Female,3317
Georgia,13,2017,2017/02,Male,3396
Georgia,13,2017,2017/03,Female,3684
Georgia,13,2017,2017/03,Male,3719
Georgia,13,2017,2017/04,Female,3302
Georgia,13,2017,2017/04,Male,3504
Georgia,13,2017,2017/05,Female,3259
Georgia,13,2017,2017/05,Male,3511
Georgia,13,2017,2017/06,Female,3105
Georgia,13,2017,2017/06,Male,3417
Georgia,13,2017,2017/07,Female,3230
Georgia,13,2017,2017/07,Male,3461
Georgia,13,2017,2017/08,Female,3218
Georgia,13,2017,2017/08,Male,3477
Georgia,13,2017,2017/09,Female,3198
Georgia,13,2017,2017/09,Male,3338
Georgia,13,2017,2017/10,Female,3412
Georgia,13,2017,2017/10,Male,3568
Georgia,13,2017,2017/11,Female,3357
Georgia,13,2017,2017/11,Male,3525
Georgia,13,2017,2017/12,Female,3725
Georgia,13,2017,2017/12,Male,3795
Georgia,13,2018,2018/01,Female,4208
Georgia,13,2018,2018/01,Male,4527
Georgia,13,2018,2018/02,Female,3541
Georgia,13,2018,2018/02,Male,3567
Georgia,13,2018,2018/03,Female,3593
Georgia,13,2018,2018/03,Male,3709
Georgia,13,2018,2018/04,Female,3382
Georgia,13,2018,2018/04,Male,3589
Georgia,13,2018,2018/05,Female,3465
Georgia,13,2018,2018/05,Male,3554
Georgia,13,2018,2018/06,Female,3118
Georgia,13,2018,2018/06,Male,3365
Georgia,13,2018,2018/07,Female,3255
Georgia,13,2018,2018/07,Male,3354
Georgia,13,2018,2018/08,Female,3359
Georgia,13,2018,2018/08,Male,3523
Georgia,13,2018,2018/09,Female,3188
Georgia,13,2018,2018/09,Male,3325
Georgia,13,2018,2018/10,Female,3299
Georgia,13,2018,2018/10,Male,3582
Georgia,13,2018,2018/11,Female,3488
Georgia,13,2018,2018/11,Male,3521
Georgia,13,2018,2018/12,Female,3712
Georgia,13,2018,2018/12,Male,3978
Georgia,13,2019,2019/01,Female,3912
Georgia,13,2019,2019/01,Male,3817
Georgia,13,2019,2019/02,Female,3294
Georgia,13,2019,2019/02,Male,3389
Georgia,13,2019,2019/03,Female,3671
Georgia,13,2019,2019/03,Male,3865
Georgia,13,2019,2019/04,Female,3458
Georgia,13,2019,2019/04,Male,3709
Georgia,13,2019,2019/05,Female,3420
Georgia,13,2019,2019/05,Male,3681
Georgia,13,2019,2019/06,Female,3230
Georgia,13,2019,2019/06,Male,3511
Georgia,13,2019,2019/07,Female,3345
Georgia,13,2019,2019/07,Male,3736
Georgia,13,2019,2019/08,Female,3403
Georgia,13,2019,2019/08,Male,3519
Georgia,13,2019,2019/09,Female,3276
Georgia,13,2019,2019/09,Male,3529
Georgia,13,2019,2019/10,Female,3431
Georgia,13,2019,2019/10,Male,3670
Georgia,13,2019,2019/11,Female,3539
Georgia,13,2019,2019/11,Male,3780
Georgia,13,2019,2019/12,Female,3743
Georgia,13,2019,2019/12,Male,3886
Georgia,13,2020,2020/01,Female,3904
Georgia,13,2020,2020/01,Male,4034
Georgia,13,2020,2020/02,Female,3594
Georgia,13,2020,2020/02,Male,3818
Georgia,13,2020,2020/03,Female,3825
Georgia,13,2020,2020/03,Male,4104
Georgia,13,2020,2020/04,Female,4262
Georgia,13,2020,2020/04,Male,4389
Georgia,13,2020,2020/05,Female,4133
Georgia,13,2020,2020/05,Male,4328
Georgia,13,2020,2020/06,Female,3594
Georgia,13,2020,2020/06,Male,4078
Georgia,13,2020,2020/07,Female,4345
Georgia,13,2020,2020/07,Male,4895
Georgia,13,2020,2020/08,Female,4703
Georgia,13,2020,2020/08,Male,4977
Georgia,13,2020,2020/09,Female,4101
Georgia,13,2020,2020/09,Male,4412
Georgia,13,2020,2020/10,Female,4025
Georgia,13,2020,2020/10,Male,4483
Georgia,13,2020,2020/11,Female,4066
Georgia,13,2020,2020/11,Male,4548
Georgia,13,2020,2020/12,Female,4917
Georgia,13,2020,2020/12,Male,5540
Hawaii,15,2010,2010/01,Female,383
Hawaii,15,2010,2010/01,Male,454
Hawaii,15,2010,2010/02,Female,330
Hawaii,15,2010,2010/02,Male,426
Hawaii,15,2010,2010/03,Female,429
Hawaii,15,2010,2010/03,Male,435
Hawaii,15,2010,2010/04,Female,367
Hawaii,15,2010,2010/04,Male,427
Hawaii,15,2010,2010/05,Female,366
Hawaii,15,2010,2010/05,Male,452
Hawaii,15,2010,2010/06,Female,331
Hawaii,15,2010,2010/06,Male,431
Hawaii,15,2010,2010/07,Female,347
Hawaii,15,2010,2010/07,Male,466
Hawaii,15,2010,2010/08,Female,343
Hawaii,15,2010,2010/08,Male,424
Hawaii,15,2010,2010/09,Female,350
Hawaii,15,2010,2010/09,Male,447
Hawaii,15,2010,2010/10,Female,345
Hawaii,15,2010,2010/10,Male,409
Hawaii,15,2010,2010/11,Female,372
Hawaii,15,2010,2010/11,Male,457
Hawaii,15,2010,2010/12,Female,381
Hawaii,15,2010,2010/12,Male,445
Hawaii,15,2011,2011/01,Female,408
Hawaii,15,2011,2011/01,Male,474
Hawaii,15,2011,2011/02,Female,374
Hawaii,15,2011,2011/02,Male,440
Hawaii,15,2011,2011/03,Female,439
Hawaii,15,2011,2011/03,Male,501
Hawaii,15,2011,2011/04,Female,383
Hawaii,15,2011,2011/04,Male,490
Hawaii,15,2011,2011/05,Female,407
Hawaii,15,2011,2011/05,Male,420
Hawaii,15,2011,2011/06,Female,379
Hawaii,15,2011,2011/06,Male,437
Hawaii,15,2011,2011/07,Female,371
Hawaii,15,2011,2011/07,Male,426
Hawaii,15,2011,2011/08,Female,356
Hawaii,15,2011,2011/08,Male,413
Hawaii,15,2011,2011/09,Female,337
Hawaii,15,2011,2011/09,Male,435
Hawaii,15,2011,2011/10,Female,393
Hawaii,15,2011,2011/10,Male,397
Hawaii,15,2011,2011/11,Female,359
Hawaii,15,2011,2011/11,Male,412
Hawaii,15,2011,2011/12,Female,396
Hawaii,15,2011,2011/12,Male,476
Hawaii,15,2012,2012/01,Female,441
Hawaii,15,2012,2012/01,Male,457
Hawaii,15,2012,2012/02,Female,417
Hawaii,15,2012,2012/02,Male,478
Hawaii,15,2012,2012/03,Female,407
Hawaii,15,2012,2012/03,Male,492
Hawaii,15,2012,2012/04,Female,409
Hawaii,15,2012,2012/04,Male,488
Hawaii,15,2012,2012/05,Female,413
Hawaii,15,2012,2012/05,Male,498
Hawaii,15,2012,2012/06,Female,414
Hawaii,15,2012,2012/06,Male,425
Hawaii,15,2012,2012/07,Female,356
Hawaii,15,2012,2012/07,Male,453
Hawaii,15,2012,2012/08,Female,402
Hawaii,15,2012,2012/08,Male,444
Hawaii,15,2012,2012/09,Female,355
Hawaii,15,2012,2012/09,Male,480
Hawaii,15,2012,2012/10,Female,416
Hawaii,15,2012,2012/10,Male,417
Hawaii,15,2012,2012/11,Female,365
Hawaii,15,2012,2012/11,Male,415
Hawaii,15,2012,2012/12,Female,398
Hawaii,15,2012,2012/12,Male,434
Hawaii,15,2013,2013/01,Female,414
Hawaii,15,2013,2013/01,Male,500
Hawaii,15,2013,2013/02,Female,442
Hawaii,15,2013,2013/02,Male,428
Hawaii,15,2013,2013/03,Female,455
Hawaii,15,2013,2013/03,Male,536
Hawaii,15,2013,2013/04,Female,383
Hawaii,15,2013,2013/04,Male,479
Hawaii,15,2013,2013/05,Female,393
Hawaii,15,2013,2013/05,Male,476
Hawaii,15,2013,2013/06,Female,378
Hawaii,15,2013,2013/06,Male,426
Hawaii,15,2013,2013/07,Female,422
Hawaii,15,2013,2013/07,Male,452
Hawaii,15,2013,2013/08,Female,402
Hawaii,15,2013,2013/08,Male,460
Hawaii,15,2013,2013/09,Female,388
Hawaii,15,2013,2013/09,Male,471
Hawaii,15,2013,2013/10,Female,393
Hawaii,15,2013,2013/10,Male,488
Hawaii,15,2013,2013/11,Female,414
Hawaii,15,2013,2013/11,Male,421
Hawaii,15,2013,2013/12,Female,427
Hawaii,15,2013,2013/12,Male,457
Hawaii,15,2014,2014/01,Female,426
Hawaii,15,2014,2014/01,Male,510
Hawaii,15,2014,2014/02,Female,405
Hawaii,15,2014,2014/02,Male,457
Hawaii,15,2014,2014/03,Female,450
Hawaii,15,2014,2014/03,Male,505
Hawaii,15,2014,2014/04,Female,435
Hawaii,15,2014,2014/04,Male,456
Hawaii,15,2014,2014/05,Female,430
Hawaii,15,2014,2014/05,Male,506
Hawaii,15,2014,2014/06,Female,419
Hawaii,15,2014,2014/06,Male,473
Hawaii,15,2014,2014/07,Female,415
Hawaii,15,2014,2014/07,Male,499
Hawaii,15,2014,2014/08,Female,459
Hawaii,15,2014,2014/08,Male,448
Hawaii,15,2014,2014/09,Female,417
Hawaii,15,2014,2014/09,Male,490
Hawaii,15,2014,2014/10,Female,402
Hawaii,15,2014,2014/10,Male,450
Hawaii,15,2014,2014/11,Female,360
Hawaii,15,2014,2014/11,Male,454
Hawaii,15,2014,2014/12,Female,441
Hawaii,15,2014,2014/12,Male,460
Hawaii,15,2015,2015/01,Female,497
Hawaii,15,2015,2015/01,Male,569
Hawaii,15,2015,2015/02,Female,431
Hawaii,15,2015,2015/02,Male,484
Hawaii,15,2015,2015/03,Female,446
Hawaii,15,2015,2015/03,Male,503
Hawaii,15,2015,2015/04,Female,400
Hawaii,15,2015,2015/04,Male,463
Hawaii,15,2015,2015/05,Female,451
Hawaii,15,2015,2015/05,Male,505
Hawaii,15,2015,2015/06,Female,453
Hawaii,15,2015,2015/06,Male,471
Hawaii,15,2015,2015/07,Female,438
Hawaii,15,2015,2015/07,Male,483
Hawaii,15,2015,2015/08,Female,455
Hawaii,15,2015,2015/08,Male,460
Hawaii,15,2015,2015/09,Female,423
Hawaii,15,2015,2015/09,Male,516
Hawaii,15,2015,2015/10,Female,432
Hawaii,15,2015,2015/10,Male,443
Hawaii,15,2015,2015/11,Female,394
Hawaii,15,2015,2015/11,Male,423
Hawaii,15,2015,2015/12,Female,423
Hawaii,15,2015,2015/12,Male,490
Hawaii,15,2016,2016/01,Female,430
Hawaii,15,2016,2016/01,Male,505
Hawaii,15,2016,2016/02,Female,455
Hawaii,15,2016,2016/02,Male,454
Hawaii,15,2016,2016/03,Female,447
Hawaii,15,2016,2016/03,Male,519
Hawaii,15,2016,2016/04,Female,395
Hawaii,15,2016,2016/04,Male,449
Hawaii,15,2016,2016/05,Female,398
Hawaii,15,2016,2016/05,Male,487
Hawaii,15,2016,2016/06,Female,416
Hawaii,15,2016,2016/06,Male,441
Hawaii,15,2016,2016/07,Female,404
Hawaii,15,2016,2016/07,Male,511
Hawaii,15,2016,2016/08,Female,455
Hawaii,15,2016,2016/08,Male,446
Hawaii,15,2016,2016/09,Female,402
Hawaii,15,2016,2016/09,Male,478
Hawaii,15,2016,2016/10,Female,405
Hawaii,15,2016,2016/10,Male,506
Hawaii,15,2016,2016/11,Female,409
Hawaii,15,2016,2016/11,Male,483
Hawaii,15,2016,2016/12,Female,501
Hawaii,15,2016,2016/12,Male,517
Hawaii,15,2017,2017/01,Female,477
Hawaii,15,2017,2017/01,Male,564
Hawaii,15,2017,2017/02,Female,418
Hawaii,15,2017,2017/02,Male,460
Hawaii,15,2017,2017/03,Female,460
Hawaii,15,2017,2017/03,Male,522
Hawaii,15,2017,2017/04,Female,427
Hawaii,15,2017,2017/04,Male,487
Hawaii,15,2017,2017/05,Female,449
Hawaii,15,2017,2017/05,Male,521
Hawaii,15,2017,2017/06,Female,417
Hawaii,15,2017,2017/06,Male,517
Hawaii,15,2017,2017/07,Female,452
Hawaii,15,2017,2017/07,Male,474
Hawaii,15,2017,2017/08,Female,431
Hawaii,15,2017,2017/08,Male,507
Hawaii,15,2017,2017/09,Female,414
Hawaii,15,2017,2017/09,Male,483
Hawaii,15,2017,2017/10,Female,418
Hawaii,15,2017,2017/10,Male,468
Hawaii,15,2017,2017/11,Female,439
Hawaii,15,2017,2017/11,Male,516
Hawaii,15,2017,2017/12,Female,492
Hawaii,15,2017,2017/12,Male,577
Hawaii,15,2018,2018/01,Female,476
Hawaii,15,2018,2018/01,Male,566
Hawaii,15,2018,2018/02,Female,415
Hawaii,15,2018,2018/02,Male,512
Hawaii,15,2018,2018/03,Female,508
Hawaii,15,2018,2018/03,Male,552
Hawaii,15,2018,2018/04,Female,422
Hawaii,15,2018,2018/04,Male,509
Hawaii,15,2018,2018/05,Female,424
Hawaii,15,2018,2018/05,Male,493
Hawaii,15,2018,2018/06,Female,464
Hawaii,15,2018,2018/06,Male,494
Hawaii,15,2018,2018/07,Female,442
Hawaii,15,2018,2018/07,Male,499
Hawaii,15,2018,2018/08,Female,448
Hawaii,15,2018,2018/08,Male,460
Hawaii,15,2018,2018/09,Female,434
Hawaii,15,2018,2018/09,Male,484
Hawaii,15,2018,2018/10,Female,411
Hawaii,15,2018,2018/10,Male,483
Hawaii,15,2018,2018/11,Female,444
Hawaii,15,2018,2018/11,Male,491
Hawaii,15,2018,2018/12,Female,442
Hawaii,15,2018,2018/12,Male,542
Hawaii,15,2019,2019/01,Female,472
Hawaii,15,2019,2019/01,Male,549
Hawaii,15,2019,2019/02,Female,429
Hawaii,15,2019,2019/02,Male,492
Hawaii,15,2019,2019/03,Female,497
Hawaii,15,2019,2019/03,Male,604
Hawaii,15,2019,2019/04,Female,449
Hawaii,15,2019,2019/04,Male,509
Hawaii,15,2019,2019/05,Female,458
Hawaii,15,2019,2019/05,Male,537
Hawaii,15,2019,2019/06,Female,446
Hawaii,15,2019,2019/06,Male,507
Hawaii,15,2019,2019/07,Female,471
Hawaii,15,2019,2019/07,Male,508
Hawaii,15,2019,2019/08,Female,411
Hawaii,15,2019,2019/08,Male,494
Hawaii,15,2019,2019/09,Female,444
Hawaii,15,2019,2019/09,Male,500
Hawaii,15,2019,2019/10,Female,417
Hawaii,15,2019,2019/10,Male,498
Hawaii,15,2019,2019/11,Female,408
Hawaii,15,2019,2019/11,Male,477
Hawaii,15,2019,2019/12,Female,475
Hawaii,15,2019,2019/12,Male,507
Hawaii,15,2020,2020/01,Female,527
Hawaii,15,2020,2020/01,Male,530
Hawaii,15,2020,2020/02,Female,501
Hawaii,15,2020,2020/02,Male,522
Hawaii,15,2020,2020/03,Female,457
Hawaii,15,2020,2020/03,Male,553
Hawaii,15,2020,2020/04,Female,406
Hawaii,15,2020,2020/04,Male,511
Hawaii,15,2020,2020/05,Female,441
Hawaii,15,2020,2020/05,Male,520
Hawaii,15,2020,2020/06,Female,441
Hawaii,15,2020,2020/06,Male,513
Hawaii,15,2020,2020/07,Female,460
Hawaii,15,2020,2020/07,Male,527
Hawaii,15,2020,2020/08,Female,468
Hawaii,15,2020,2020/08,Male,582
Hawaii,15,2020,2020/09,Female,485
Hawaii,15,2020,2020/09,Male,586
Hawaii,15,2020,2020/10,Female,465
Hawaii,15,2020,2020/10,Male,559
Hawaii,15,2020,2020/11,Female,441
Hawaii,15,2020,2020/11,Male,531
Hawaii,15,2020,2020/12,Female,439
Hawaii,15,2020,2020/12,Male,568
Idaho,16,2010,2010/01,Female,498
Idaho,16,2010,2010/01,Male,514
Idaho,16,2010,2010/02,Female,429
Idaho,16,2010,2010/02,Male,458
Idaho,16,2010,2010/03,Female,523
Idaho,16,2010,2010/03,Male,527
Idaho,16,2010,2010/04,Female,408
Idaho,16,2010,2010/04,Male,502
Idaho,16,2010,2010/05,Female,454
Idaho,16,2010,2010/05,Male,468
Idaho,16,2010,2010/06,Female,428
Idaho,16,2010,2010/06,Male,444
Idaho,16,2010,2010/07,Female,423
Idaho,16,2010,2010/07,Male,499
Idaho,16,2010,2010/08,Female,446
Idaho,16,2010,2010/08,Male,469
Idaho,16,2010,2010/09,Female,485
Idaho,16,2010,2010/09,Male,451
Idaho,16,2010,2010/10,Female,490
Idaho,16,2010,2010/10,Male,538
Idaho,16,2010,2010/11,Female,463
Idaho,16,2010,2010/11,Male,493
Idaho,16,2010,2010/12,Female,486
Idaho,16,2010,2010/12,Male,533
Idaho,16,2011,2011/01,Female,512
Idaho,16,2011,2011/01,Male,523
Idaho,16,2011,2011/02,Female,492
Idaho,16,2011,2011/02,Male,510
Idaho,16,2011,2011/03,Female,550
Idaho,16,2011,2011/03,Male,527
Idaho,16,2011,2011/04,Female,513
Idaho,16,2011,2011/04,Male,509
Idaho,16,2011,2011/05,Female,539
Idaho,16,2011,2011/05,Male,455
Idaho,16,2011,2011/06,Female,476
Idaho,16,2011,2011/06,Male,491
Idaho,16,2011,2011/07,Female,467
Idaho,16,2011,2011/07,Male,513
Idaho,16,2011,2011/08,Female,443
Idaho,16,2011,2011/08,Male,483
Idaho,16,2011,2011/09,Female,434
Idaho,16,2011,2011/09,Male,532
Idaho,16,2011,2011/10,Female,455
Idaho,16,2011,2011/10,Male,528
Idaho,16,2011,2011/11,Female,527
Idaho,16,2011,2011/11,Male,515
Idaho,16,2011,2011/12,Female,484
Idaho,16,2011,2011/12,Male,549
Idaho,16,2012,2012/01,Female,478
Idaho,16,2012,2012/01,Male,478
Idaho,16,2012,2012/02,Female,496
Idaho,16,2012,2012/02,Male,526
Idaho,16,2012,2012/03,Female,564
Idaho,16,2012,2012/03,Male,534
Idaho,16,2012,2012/04,Female,482
Idaho,16,2012,2012/04,Male,507
Idaho,16,2012,2012/05,Female,496
Idaho,16,2012,2012/05,Male,492
Idaho,16,2012,2012/06,Female,428
Idaho,16,2012,2012/06,Male,469
Idaho,16,2012,2012/07,Female,473
Idaho,16,2012,2012/07,Male,546
Idaho,16,2012,2012/08,Female,443
Idaho,16,2012,2012/08,Male,547
Idaho,16,2012,2012/09,Female,459
Idaho,16,2012,2012/09,Male,499
Idaho,16,2012,2012/10,Female,463
Idaho,16,2012,2012/10,Male,536
Idaho,16,2012,2012/11,Female,488
Idaho,16,2012,2012/11,Male,487
Idaho,16,2012,2012/12,Female,525
Idaho,16,2012,2012/12,Male,582
Idaho,16,2013,2013/01,Female,579
Idaho,16,2013,2013/01,Male,591
Idaho,16,2013,2013/02,Female,502
Idaho,16,2013,2013/02,Male,489
Idaho,16,2013,2013/03,Female,540
Idaho,16,2013,2013/03,Male,554
Idaho,16,2013,2013/04,Female,462
Idaho,16,2013,2013/04,Male,509
Idaho,16,2013,2013/05,Female,481
Idaho,16,2013,2013/05,Male,538
Idaho,16,2013,2013/06,Female,469
Idaho,16,2013,2013/06,Male,520
Idaho,16,2013,2013/07,Female,484
Idaho,16,2013,2013/07,Male,546
Idaho,16,2013,2013/08,Female,479
Idaho,16,2013,2013/08,Male,501
Idaho,16,2013,2013/09,Female,465
Idaho,16,2013,2013/09,Male,480
Idaho,16,2013,2013/10,Female,531
Idaho,16,2013,2013/10,Male,566
Idaho,16,2013,2013/11,Female,482
Idaho,16,2013,2013/11,Male,546
Idaho,16,2013,2013/12,Female,553
Idaho,16,2013,2013/12,Male,567
Idaho,16,2014,2014/01,Female,505
Idaho,16,2014,2014/01,Male,567
Idaho,16,2014,2014/02,Female,490
Idaho,16,2014,2014/02,Male,520
Idaho,16,2014,2014/03,Female,531
Idaho,16,2014,2014/03,Male,584
Idaho,16,2014,2014/04,Female,502
Idaho,16,2014,2014/04,Male,533
Idaho,16,2014,2014/05,Female,519
Idaho,16,2014,2014/05,Male,536
Idaho,16,2014,2014/06,Female,485
Idaho,16,2014,2014/06,Male,539
Idaho,16,2014,2014/07,Female,488
Idaho,16,2014,2014/07,Male,489
Idaho,16,2014,2014/08,Female,541
Idaho,16,2014,2014/08,Male,559
Idaho,16,2014,2014/09,Female,550
Idaho,16,2014,2014/09,Male,568
Idaho,16,2014,2014/10,Female,502
Idaho,16,2014,2014/10,Male,505
Idaho,16,2014,2014/11,Female,494
Idaho,16,2014,2014/11,Male,561
Idaho,16,2014,2014/12,Female,512
Idaho,16,2014,2014/12,Male,533
Idaho,16,2015,2015/01,Female,599
Idaho,16,2015,2015/01,Male,625
Idaho,16,2015,2015/02,Female,502
Idaho,16,2015,2015/02,Male,491
Idaho,16,2015,2015/03,Female,537
Idaho,16,2015,2015/03,Male,571
Idaho,16,2015,2015/04,Female,496
Idaho,16,2015,2015/04,Male,584
Idaho,16,2015,2015/05,Female,537
Idaho,16,2015,2015/05,Male,615
Idaho,16,2015,2015/06,Female,475
Idaho,16,2015,2015/06,Male,538
Idaho,16,2015,2015/07,Female,473
Idaho,16,2015,2015/07,Male,596
Idaho,16,2015,2015/08,Female,479
Idaho,16,2015,2015/08,Male,522
Idaho,16,2015,2015/09,Female,495
Idaho,16,2015,2015/09,Male,580
Idaho,16,2015,2015/10,Female,497
Idaho,16,2015,2015/10,Male,606
Idaho,16,2015,2015/11,Female,547
Idaho,16,2015,2015/11,Male,530
Idaho,16,2015,2015/12,Female,539
Idaho,16,2015,2015/12,Male,592
Idaho,16,2016,2016/01,Female,543
Idaho,16,2016,2016/01,Male,606
Idaho,16,2016,2016/02,Female,505
Idaho,16,2016,2016/02,Male,564
Idaho,16,2016,2016/03,Female,572
Idaho,16,2016,2016/03,Male,595
Idaho,16,2016,2016/04,Female,541
Idaho,16,2016,2016/04,Male,597
Idaho,16,2016,2016/05,Female,578
Idaho,16,2016,2016/05,Male,588
Idaho,16,2016,2016/06,Female,526
Idaho,16,2016,2016/06,Male,579
Idaho,16,2016,2016/07,Female,506
Idaho,16,2016,2016/07,Male,561
Idaho,16,2016,2016/08,Female,504
Idaho,16,2016,2016/08,Male,571
Idaho,16,2016,2016/09,Female,505
Idaho,16,2016,2016/09,Male,504
Idaho,16,2016,2016/10,Female,552
Idaho,16,2016,2016/10,Male,550
Idaho,16,2016,2016/11,Female,497
Idaho,16,2016,2016/11,Male,579
Idaho,16,2016,2016/12,Female,601
Idaho,16,2016,2016/12,Male,642
Idaho,16,2017,2017/01,Female,641
Idaho,16,2017,2017/01,Male,699
Idaho,16,2017,2017/02,Female,536
Idaho,16,2017,2017/02,Male,588
Idaho,16,2017,2017/03,Female,576
Idaho,16,2017,2017/03,Male,649
Idaho,16,2017,2017/04,Female,529
Idaho,16,2017,2017/04,Male,624
Idaho,16,2017,2017/05,Female,532
Idaho,16,2017,2017/05,Male,614
Idaho,16,2017,2017/06,Female,498
Idaho,16,2017,2017/06,Male,612
Idaho,16,2017,2017/07,Female,535
Idaho,16,2017,2017/07,Male,578
Idaho,16,2017,2017/08,Female,536
Idaho,16,2017,2017/08,Male,570
Idaho,16,2017,2017/09,Female,545
Idaho,16,2017,2017/09,Male,576
Idaho,16,2017,2017/10,Female,560
Idaho,16,2017,2017/10,Male,641
Idaho,16,2017,2017/11,Female,535
Idaho,16,2017,2017/11,Male,604
Idaho,16,2017,2017/12,Female,622
Idaho,16,2017,2017/12,Male,611
Idaho,16,2018,2018/01,Female,596
Idaho,16,2018,2018/01,Male,726
Idaho,16,2018,2018/02,Female,583
Idaho,16,2018,2018/02,Male,582
Idaho,16,2018,2018/03,Female,610
Idaho,16,2018,2018/03,Male,672
Idaho,16,2018,2018/04,Female,566
Idaho,16,2018,2018/04,Male,619
Idaho,16,2018,2018/05,Female,556
Idaho,16,2018,2018/05,Male,627
Idaho,16,2018,2018/06,Female,537
Idaho,16,2018,2018/06,Male,600
Idaho,16,2018,2018/07,Female,543
Idaho,16,2018,2018/07,Male,621
Idaho,16,2018,2018/08,Female,526
Idaho,16,2018,2018/08,Male,607
Idaho,16,2018,2018/09,Female,559
Idaho,16,2018,2018/09,Male,614
Idaho,16,2018,2018/10,Female,543
Idaho,16,2018,2018/10,Male,601
Idaho,16,2018,2018/11,Female,522
Idaho,16,2018,2018/11,Male,617
Idaho,16,2018,2018/12,Female,585
Idaho,16,2018,2018/12,Male,649
