State,State Code,Year,Gender,Deaths,Population,Crude Rate
Pennsylvania,42,2018,Male,67333,6274660,1073.1
Pennsylvania,42,2019,Female,66959,6527628,1025.8
Pennsylvania,42,2019,Male,67024,6274361,1068.2
Pennsylvania,42,2020,Female,77234,6516212,1185.3
Pennsylvania,42,2020,Male,78312,6267042,1249.6
Rhode Island,44,2010,Female,5016,544167,921.8
Rhode Island,44,2010,Male,4563,508400,897.5
Rhode Island,44,2011,Female,5038,543055,927.7
Rhode Island,44,2011,Male,4543,508247,893.9
Rhode Island,44,2012,Female,4864,542016,897.4
Rhode Island,44,2012,Male,4490,508276,883.4
Rhode Island,44,2013,Female,5093,542084,939.5
Rhode Island,44,2013,Male,4699,509427,922.4
Rhode Island,44,2014,Female,5146,543810,946.3
Rhode Island,44,2014,Male,4624,511363,904.3
Rhode Island,44,2015,Female,5265,544349,967.2
Rhode Island,44,2015,Male,4898,511949,956.7
Rhode Island,44,2016,Female,5087,543345,936.2
Rhode Island,44,2016,Male,4648,513081,905.9
Rhode Island,44,2017,Female,5240,544648,962.1
Rhode Island,44,2017,Male,4917,514991,954.8
Rhode Island,44,2018,Female,5158,542983,949.9
Rhode Island,44,2018,Male,4925,514332,957.6
Rhode Island,44,2019,Female,5298,543686,974.5
Rhode Island,44,2019,Male,4958,515675,961.5
Rhode Island,44,2020,Female,5960,542433,1098.8
Rhode Island,44,2020,Male,5859,514692,1138.4
South Carolina,45,2010,Female,20398,2375263,858.8
South Carolina,45,2010,Male,21216,2250101,942.9
South Carolina,45,2011,Female,20853,2402602,867.9
South Carolina,45,2011,Male,21219,2276628,932
South Carolina,45,2012,Female,21422,2426510,882.8
South Carolina,45,2012,Male,21776,2297213,947.9
South Carolina,45,2013,Female,21775,2451720,888.2
South Carolina,45,2013,Male,22807,2323119,981.7
South Carolina,45,2014,Female,22177,2483088,893.1
South Carolina,45,2014,Male,23277,2349394,990.8
South Carolina,45,2015,Female,22977,2517178,912.8
South Carolina,45,2015,Male,24221,2378968,1018.1
South Carolina,45,2016,Female,23200,2553185,908.7
South Carolina,45,2016,Male,24930,2407934,1035.3
South Carolina,45,2017,Female,23571,2586682,911.2
South Carolina,45,2017,Male,25870,2437687,1061.3
South Carolina,45,2018,Female,24323,2620801,928.1
South Carolina,45,2018,Male,26317,2463326,1068.4
South Carolina,45,2019,Female,24336,2655575,916.4
South Carolina,45,2019,Male,26626,2493139,1068
South Carolina,45,2020,Female,28941,2694628,1074
South Carolina,45,2020,Male,32282,2523412,1279.3
South Dakota,46,2010,Female,3539,406799,870
South Dakota,46,2010,Male,3561,407381,874.1
South Dakota,46,2011,Female,3691,410905,898.3
South Dakota,46,2011,Male,3623,413177,876.9
South Dakota,46,2012,Female,3679,415038,886.4
South Dakota,46,2012,Male,3654,418316,873.5
South Dakota,46,2013,Female,3496,420499,831.4
South Dakota,46,2013,Male,3603,424378,849
South Dakota,46,2014,Female,3659,423862,863.3
South Dakota,46,2014,Male,3848,429313,896.3
South Dakota,46,2015,Female,3763,426493,882.3
South Dakota,46,2015,Male,3968,431976,918.6
South Dakota,46,2016,Female,3790,429182,883.1
South Dakota,46,2016,Male,4055,436272,929.5
South Dakota,46,2017,Female,3884,430706,901.8
South Dakota,46,2017,Male,4112,438960,936.8
South Dakota,46,2018,Female,3806,436704,871.5
South Dakota,46,2018,Male,4165,445531,934.8
South Dakota,46,2019,Female,4028,437902,919.8
South Dakota,46,2019,Male,4242,446757,949.5
South Dakota,46,2020,Female,4606,442058,1041.9
South Dakota,46,2020,Male,5255,450659,1166.1
Tennessee,47,2010,Female,29645,3252601,911.4
Tennessee,47,2010,Male,29933,3093504,967.6
Tennessee,47,2011,Female,30017,3282422,914.5
Tennessee,47,2011,Male,30524,3120931,978
Tennessee,47,2012,Female,30742,3307480,929.5
Tennessee,47,2012,Male,31214,3148763,991.3
Tennessee,47,2013,Female,31417,3328884,943.8
Tennessee,47,2013,Male,31989,3167094,1010
Tennessee,47,2014,Female,31804,3357172,947.3
Tennessee,47,2014,Male,32857,3192180,1029.3
Tennessee,47,2015,Female,32837,3382838,970.7
Tennessee,47,2015,Male,33733,3217461,1048.4
Tennessee,47,2016,Female,33301,3408679,976.9
Tennessee,47,2016,Male,34556,3242515,1065.7
Tennessee,47,2017,Female,34025,3440018,989.1
Tennessee,47,2017,Male,36071,3275966,1101.1
Tennessee,47,2018,Female,34692,3467086,1000.6
Tennessee,47,2018,Male,36386,3302924,1101.6
Tennessee,47,2019,Female,34217,3496935,978.5
Tennessee,47,2019,Male,37718,3332239,1131.9
Tennessee,47,2020,Female,39873,3528814,1129.9
Tennessee,47,2020,Male,44332,3358020,1320.2
Texas,48,2010,Female,81400,12673281,642.3
Texas,48,2010,Male,85127,12472280,682.5
Texas,48,2011,Female,82524,12932239,638.1
Texas,48,2011,Male,86116,12742442,675.8
Texas,48,2012,Female,84677,13111469,645.8
Texas,48,2012,Male,89510,12947734,691.3
Texas,48,2013,Female,86827,13301191,652.8
Texas,48,2013,Male,92356,13147002,702.5
Texas,48,2014,Female,88534,13574572,652.2
Texas,48,2014,Male,95378,13382386,712.7
Texas,48,2015,Female,91535,13831324,661.8
Texas,48,2015,Male,98119,13637790,719.5
Texas,48,2016,Female,91786,14031164,654.2
Texas,48,2016,Male,100180,13831432,724.3
Texas,48,2017,Female,94467,14242803,663.3
Texas,48,2017,Male,103639,14061793,737
Texas,48,2018,Female,95697,14441739,662.6
Texas,48,2018,Male,106514,14260106,746.9
Texas,48,2019,Female,95866,14593179,656.9
Texas,48,2019,Male,107496,14402702,746.4
Texas,48,2020,Female,115726,14779708,783
Texas,48,2020,Male,134613,14581051,923.2
Utah,49,2010,Female,7135,1375568,518.7
Utah,49,2010,Male,7641,1388317,550.4
Utah,49,2011,Female,7538,1401715,537.8
Utah,49,2011,Male,7728,1415507,546
Utah,49,2012,Female,7676,1419427,540.8
Utah,49,2012,Male,8000,1435860,557.2
Utah,49,2013,Female,8001,1441891,554.9
Utah,49,2013,Male,8365,1458981,573.3
Utah,49,2014,Female,8190,1463152,559.8
Utah,49,2014,Male,8529,1479750,576.4
Utah,49,2015,Female,8462,1488819,568.4
Utah,49,2015,Male,8872,1507100,588.7
Utah,49,2016,Female,8535,1515323,563.2
Utah,49,2016,Male,9378,1535894,610.6
Utah,49,2017,Female,8569,1540145,556.4
Utah,49,2017,Male,9466,1561688,606.1
Utah,49,2018,Female,8749,1568962,557.6
Utah,49,2018,Male,9605,1592143,603.3
Utah,49,2019,Female,8941,1591041,562
Utah,49,2019,Male,9795,1614917,606.5
Utah,49,2020,Female,10171,1612139,630.9
Utah,49,2020,Male,11326,1637740,691.6
Vermont,50,2010,Female,2715,317535,855
Vermont,50,2010,Male,2665,308206,864.7
Vermont,50,2011,Female,2773,317581,873.2
Vermont,50,2011,Male,2660,308850,861.3
Vermont,50,2012,Female,2745,317233,865.3
Vermont,50,2012,Male,2746,308778,889.3
Vermont,50,2013,Female,2824,317442,889.6
Vermont,50,2013,Male,2815,309188,910.4
Vermont,50,2014,Female,2865,317713,901.8
Vermont,50,2014,Male,2758,308849,893
Vermont,50,2015,Female,2961,317516,932.6
Vermont,50,2015,Male,2958,308526,958.8
Vermont,50,2016,Female,2922,316128,924.3
Vermont,50,2016,Male,2987,308466,968.3
Vermont,50,2017,Female,2972,315401,942.3
Vermont,50,2017,Male,3035,308256,984.6
Vermont,50,2018,Female,2977,317047,939
Vermont,50,2018,Male,3050,309252,986.3
Vermont,50,2019,Female,2869,315673,908.9
Vermont,50,2019,Male,3087,308316,1001.2
Vermont,50,2020,Female,3119,315355,989
Vermont,50,2020,Male,3340,307992,1084.4
Virginia,51,2010,Female,29764,4075041,730.4
Virginia,51,2010,Male,29268,3925983,745.5
Virginia,51,2011,Female,30808,4120439,747.7
Virginia,51,2011,Male,29996,3976165,754.4
Virginia,51,2012,Female,31035,4164342,745.3
Virginia,51,2012,Male,30529,4021525,759.1
Virginia,51,2013,Female,31576,4198203,752.1
Virginia,51,2013,Male,31140,4062202,766.6
Virginia,51,2014,Female,31909,4231045,754.2
Virginia,51,2014,Male,31689,4095244,773.8
Virginia,51,2015,Female,32737,4258228,768.8
Virginia,51,2015,Male,32840,4124765,796.2
Virginia,51,2016,Female,32811,4274994,767.5
Virginia,51,2016,Male,33662,4136814,813.7
Virginia,51,2017,Female,33692,4303293,782.9
Virginia,51,2017,Male,34887,4166727,837.3
Virginia,51,2018,Female,33942,4327037,784.4
Virginia,51,2018,Male,35417,4190648,845.1
Virginia,51,2019,Female,34476,4335262,795.2
Virginia,51,2019,Male,35849,4200257,853.5
Virginia,51,2020,Female,39105,4363032,896.3
Virginia,51,2020,Male,41491,4227531,981.4
Washington,53,2010,Female,23886,3374833,707.8
Washington,53,2010,Male,24260,3349707,724.2
Washington,53,2011,Female,24650,3420356,720.7
Washington,53,2011,Male,25041,3409682,734.4
Washington,53,2012,Female,24543,3455462,710.3
Washington,53,2012,Male,25562,3441550,742.7
Washington,53,2013,Female,25291,3488736,724.9
Washington,53,2013,Male,25973,3482670,745.8
Washington,53,2014,Female,25432,3531595,720.1
Washington,53,2014,Male,26667,3529935,755.5
Washington,53,2015,Female,26792,3585353,747.3
Washington,53,2015,Male,27803,3584998,775.5
Washington,53,2016,Female,26522,3646600,727.3
Washington,53,2016,Male,28247,3641400,775.7
Washington,53,2017,Female,27540,3702270,743.9
Washington,53,2017,Male,29455,3703473,795.3
Washington,53,2018,Female,27483,3765680,729.8
Washington,53,2018,Male,29394,3769911,779.7
Washington,53,2019,Female,28070,3802910,738.1
Washington,53,2019,Male,30193,3811983,792.1
Washington,53,2020,Female,29947,3840014,779.9
Washington,53,2020,Male,33199,3853598,861.5
West Virginia,54,2010,Female,10557,939408,1123.8
West Virginia,54,2010,Male,10718,913586,1173.2
West Virginia,54,2011,Female,10816,940283,1150.3
West Virginia,54,2011,Male,11051,915081,1207.7
West Virginia,54,2012,Female,10900,940008,1159.6
West Virginia,54,2012,Male,11015,915405,1203.3
West Virginia,54,2013,Female,10765,938728,1146.8
West Virginia,54,2013,Male,11078,915576,1209.9
West Virginia,54,2014,Female,10751,936411,1148.1
West Virginia,54,2014,Male,11435,913915,1251.2
West Virginia,54,2015,Female,11168,933068,1196.9
West Virginia,54,2015,Male,11584,911060,1271.5
West Virginia,54,2016,Female,11010,925159,1190.1
West Virginia,54,2016,Male,11722,905943,1293.9
West Virginia,54,2017,Female,11290,917237,1230.9
West Virginia,54,2017,Male,11986,898620,1333.8
West Virginia,54,2018,Female,11347,911492,1244.9
West Virginia,54,2018,Male,12131,894340,1356.4
West Virginia,54,2019,Female,11236,904377,1242.4
West Virginia,54,2019,Male,12168,887770,1370.6
West Virginia,54,2020,Female,12226,900511,1357.7
West Virginia,54,2020,Male,13880,884276,1569.6
Wisconsin,55,2010,Female,24046,2864586,839.4
Wisconsin,55,2010,Male,23262,2822400,824.2
Wisconsin,55,2011,Female,24739,2875675,860.3
Wisconsin,55,2011,Male,23671,2836092,834.6
Wisconsin,55,2012,Female,24557,2883326,851.7
Wisconsin,55,2012,Male,23827,2843072,838.1
Wisconsin,55,2013,Female,25212,2890553,872.2
Wisconsin,55,2013,Male,24814,2852160,870
Wisconsin,55,2014,Female,25488,2898057,879.5
Wisconsin,55,2014,Male,24803,2859507,867.4
Wisconsin,55,2015,Female,25564,2903737,880.4
Wisconsin,55,2015,Male,25700,2867600,896.2
Wisconsin,55,2016,Female,25778,2905282,887.3
Wisconsin,55,2016,Male,26037,2873426,906.1
Wisconsin,55,2017,Female,25812,2912745,886.2
Wisconsin,55,2017,Male,26869,2882738,932.1
Wisconsin,55,2018,Female,26517,2921295,907.7
Wisconsin,55,2018,Male,27167,2892273,939.3
Wisconsin,55,2019,Female,26485,2925225,905.4
Wisconsin,55,2019,Male,27704,2897209,956.2
Wisconsin,55,2020,Female,30263,2928939,1033.2
Wisconsin,55,2020,Male,32443,2903716,1117.3
Wyoming,56,2010,Female,2185,276189,791.1
Wyoming,56,2010,Male,2253,287437,783.8
Wyoming,56,2011,Female,2058,278401,739.2
Wyoming,56,2011,Male,2329,289757,803.8
Wyoming,56,2012,Female,2119,282131,751.1
Wyoming,56,2012,Male,2362,294281,802.6
Wyoming,56,2013,Female,2102,285380,736.6
Wyoming,56,2013,Male,2414,297278,812
Wyoming,56,2014,Female,2192,286111,766.1
Wyoming,56,2014,Male,2474,298042,830.1
Wyoming,56,2015,Female,2228,287206,775.7
Wyoming,56,2015,Male,2550,298901,853.1
Wyoming,56,2016,Female,2208,286559,770.5
Wyoming,56,2016,Male,2514,298942,841
Wyoming,56,2017,Female,2229,283877,785.2
Wyoming,56,2017,Male,2539,295438,859.4
Wyoming,56,2018,Female,2394,283203,845.3
Wyoming,56,2018,Male,2676,294534,908.6
Wyoming,56,2019,Female,2323,284029,817.9
Wyoming,56,2019,Male,2798,294730,949.3
Wyoming,56,2020,Female,2725,285437,954.7
Wyoming,56,2020,Male,3258,296891,1097.4
