year,period,periodName,value,state,state_code
2010,M01,January,689.92,Alabama,1
2010,M02,February,693.91,Alabama,1
2010,M03,March,694.26,Alabama,1
2010,M04,April,697.9,Alabama,1
2010,M05,May,706.45,Alabama,1
2010,M06,June,694.63,Alabama,1
2010,M07,July,697.03,Alabama,1
2010,M08,August,698.64,Alabama,1
2010,M09,September,693.7,Alabama,1
2010,M10,October,696.96,Alabama,1
2010,M11,November,699.07,Alabama,1
2010,M12,December,700.25,Alabama,1
2011,M01,January,694.96,Alabama,1
2011,M02,February,698.25,Alabama,1
2011,M03,March,694.4,Alabama,1
2011,M04,April,699.4,Alabama,1
2011,M05,May,712.1,Alabama,1
2011,M06,June,704.63,Alabama,1
2011,M07,July,710.34,Alabama,1
2011,M08,August,718.76,Alabama,1
2011,M09,September,723.75,Alabama,1
2011,M10,October,729.35,Alabama,1
2011,M11,November,712.71,Alabama,1
2011,M12,December,716.5,Alabama,1
2012,M01,January,724.2,Alabama,1
2012,M02,February,728.41,Alabama,1
2012,M03,March,725.07,Alabama,1
2012,M04,April,735.72,Alabama,1
2012,M05,May,714.85,Alabama,1
2012,M06,June,723.16,Alabama,1
2012,M07,July,723.03,Alabama,1
2012,M08,August,717.48,Alabama,1
2012,M09,September,734.19,Alabama,1
2012,M10,October,724.53,Alabama,1
2012,M11,November,728.5,Alabama,1
2012,M12,December,747.37,Alabama,1
2013,M01,January,719.94,Alabama,1
2013,M02,February,728.28,Alabama,1
2013,M03,March,732.96,Alabama,1
2013,M04,April,725.9,Alabama,1
2013,M05,May,718.51,Alabama,1
2013,M06,June,738.59,Alabama,1
2013,M07,July,721.95,Alabama,1
2013,M08,August,729.22,Alabama,1
2013,M09,September,748.84,Alabama,1
2013,M10,October,732.11,Alabama,1
2013,M11,November,728.5,Alabama,1
2013,M12,December,745.6,Alabama,1
2014,M01,January,720.3,Alabama,1
2014,M02,February,737.45,Alabama,1
2014,M03,March,750.96,Alabama,1
2014,M04,April,738.34,Alabama,1
2014,M05,May,736.63,Alabama,1
2014,M06,June,751.08,Alabama,1
2014,M07,July,735.97,Alabama,1
2014,M08,August,741.19,Alabama,1
2014,M09,September,740.89,Alabama,1
2014,M10,October,734.98,Alabama,1
2014,M11,November,750.45,Alabama,1
2014,M12,December,742.31,Alabama,1
2015,M01,January,737.44,Alabama,1
2015,M02,February,754.73,Alabama,1
2015,M03,March,751.54,Alabama,1
2015,M04,April,745.54,Alabama,1
2015,M05,May,749.05,Alabama,1
2015,M06,June,751.18,Alabama,1
2015,M07,July,751.54,Alabama,1
2015,M08,August,768.62,Alabama,1
2015,M09,September,761.1,Alabama,1
2015,M10,October,771.85,Alabama,1
2015,M11,November,779.75,Alabama,1
2015,M12,December,773.23,Alabama,1
2016,M01,January,779.94,Alabama,1
2016,M02,February,779.28,Alabama,1
2016,M03,March,770,Alabama,1
2016,M04,April,783.49,Alabama,1
2016,M05,May,791.18,Alabama,1
2016,M06,June,782.13,Alabama,1
2016,M07,July,791.03,Alabama,1
2016,M08,August,779.15,Alabama,1
2016,M09,September,784.27,Alabama,1
2016,M10,October,806.76,Alabama,1
2016,M11,November,784.37,Alabama,1
2016,M12,December,786.23,Alabama,1
2017,M01,January,798.13,Alabama,1
2017,M02,February,790.24,Alabama,1
2017,M03,March,787.07,Alabama,1
2017,M04,April,801.86,Alabama,1
2017,M05,May,790.94,Alabama,1
2017,M06,June,784.37,Alabama,1
2017,M07,July,803.58,Alabama,1
2017,M08,August,797.07,Alabama,1
2017,M09,September,802,Alabama,1
2017,M10,October,819.87,Alabama,1
2017,M11,November,805.19,Alabama,1
2017,M12,December,812.42,Alabama,1
2018,M01,January,793.7,Alabama,1
2018,M02,February,809.2,Alabama,1
2018,M03,March,817.55,Alabama,1
2018,M04,April,830.35,Alabama,1
2018,M05,May,815.23,Alabama,1
2018,M06,June,819.51,Alabama,1
2018,M07,July,831.77,Alabama,1
2018,M08,August,823.76,Alabama,1
2018,M09,September,853.47,Alabama,1
2018,M10,October,839.43,Alabama,1
2018,M11,November,844.38,Alabama,1
2018,M12,December,868.78,Alabama,1
2019,M01,January,830.27,Alabama,1
2019,M02,February,842.75,Alabama,1
2019,M03,March,843.8,Alabama,1
2019,M04,April,843.45,Alabama,1
2019,M05,May,838.82,Alabama,1
2019,M06,June,861.8,Alabama,1
2019,M07,July,838.65,Alabama,1
2019,M08,August,850.73,Alabama,1
2019,M09,September,867.3,Alabama,1
2019,M10,October,866.26,Alabama,1
2019,M11,November,863.81,Alabama,1
2019,M12,December,883.6,Alabama,1
2020,M01,January,872.5,Alabama,1
2020,M02,February,882.46,Alabama,1
2020,M03,March,883.17,Alabama,1
2020,M04,April,900.38,Alabama,1
2020,M05,May,907.21,Alabama,1
2020,M06,June,900.93,Alabama,1
2020,M07,July,922.13,Alabama,1
2020,M08,August,942.57,Alabama,1
2020,M09,September,925.06,Alabama,1
2020,M10,October,925.24,Alabama,1
2020,M11,November,943.69,Alabama,1
2020,M12,December,946.76,Alabama,1
2021,M01,January,949.45,Alabama,1
2021,M02,February,924.29,Alabama,1
2021,M03,March,935.1,Alabama,1
2021,M04,April,969.69,Alabama,1
2021,M05,May,978.41,Alabama,1
2021,M06,June,965.83,Alabama,1
2021,M07,July,980.56,Alabama,1
2021,M08,August,988.89,Alabama,1
2021,M09,September,984.9,Alabama,1
2021,M10,October,978.46,Alabama,1
2021,M11,November,970.04,Alabama,1
2021,M12,December,973.41,Alabama,1
2010,M01,January,860.88,Alaska,2
2010,M02,February,861.95,Alaska,2
2010,M03,March,863.68,Alaska,2
2010,M04,April,869.85,Alaska,2
2010,M05,May,899.3,Alaska,2
2010,M06,June,864.96,Alaska,2
2010,M07,July,864.8,Alaska,2
2010,M08,August,867.01,Alaska,2
2010,M09,September,833.45,Alaska,2
2010,M10,October,769.18,Alaska,2
2010,M11,November,776.25,Alaska,2
2010,M12,December,788.46,Alaska,2
2011,M01,January,861.77,Alaska,2
2011,M02,February,859.58,Alaska,2
2011,M03,March,863.58,Alaska,2
2011,M04,April,872.26,Alaska,2
2011,M05,May,877.04,Alaska,2
2011,M06,June,883.67,Alaska,2
2011,M07,July,899.12,Alaska,2
2011,M08,August,889.38,Alaska,2
2011,M09,September,910.78,Alaska,2
2011,M10,October,919.46,Alaska,2
2011,M11,November,877.31,Alaska,2
2011,M12,December,872.04,Alaska,2
2012,M01,January,876.52,Alaska,2
2012,M02,February,860.26,Alaska,2
2012,M03,March,852.15,Alaska,2
2012,M04,April,882.77,Alaska,2
2012,M05,May,883.68,Alaska,2
2012,M06,June,907.89,Alaska,2
2012,M07,July,939.3,Alaska,2
2012,M08,August,931.73,Alaska,2
2012,M09,September,946.81,Alaska,2
2012,M10,October,935.27,Alaska,2
2012,M11,November,917.47,Alaska,2
2012,M12,December,930.55,Alaska,2
2013,M01,January,893.33,Alaska,2
2013,M02,February,927.02,Alaska,2
2013,M03,March,920.27,Alaska,2
2013,M04,April,913.66,Alaska,2
2013,M05,May,914.13,Alaska,2
2013,M06,June,956.96,Alaska,2
2013,M07,July,972.55,Alaska,2
2013,M08,August,980.15,Alaska,2
2013,M09,September,986.04,Alaska,2
2013,M10,October,953.9,Alaska,2
2013,M11,November,935.36,Alaska,2
2013,M12,December,949.44,Alaska,2
2014,M01,January,910.56,Alaska,2
2014,M02,February,943.23,Alaska,2
2014,M03,March,936.55,Alaska,2
2014,M04,April,924.46,Alaska,2
2014,M05,May,923.09,Alaska,2
2014,M06,June,948.16,Alaska,2
2014,M07,July,954.43,Alaska,2
2014,M08,August,951.34,Alaska,2
2014,M09,September,949.98,Alaska,2
2014,M10,October,954.94,Alaska,2
2014,M11,November,939.48,Alaska,2
2014,M12,December,925.4,Alaska,2
2015,M01,January,918.31,Alaska,2
2015,M02,February,943,Alaska,2
2015,M03,March,959.35,Alaska,2
2015,M04,April,955.74,Alaska,2
2015,M05,May,967.09,Alaska,2
2015,M06,June,976.8,Alaska,2
2015,M07,July,997.03,Alaska,2
2015,M08,August,1014.05,Alaska,2
2015,M09,September,968.13,Alaska,2
2015,M10,October,975.04,Alaska,2
2015,M11,November,976.28,Alaska,2
2015,M12,December,955.24,Alaska,2
2016,M01,January,935.32,Alaska,2
2016,M02,February,951.14,Alaska,2
2016,M03,March,956.23,Alaska,2
2016,M04,April,963.1,Alaska,2
2016,M05,May,968.32,Alaska,2
2016,M06,June,958.07,Alaska,2
2016,M07,July,990.23,Alaska,2
2016,M08,August,987.31,Alaska,2
2016,M09,September,974.28,Alaska,2
2016,M10,October,1005.95,Alaska,2
2016,M11,November,979.54,Alaska,2
2016,M12,December,974.06,Alaska,2
2017,M01,January,976.11,Alaska,2
2017,M02,February,967.36,Alaska,2
2017,M03,March,979.99,Alaska,2
2017,M04,April,987.91,Alaska,2
2017,M05,May,968.11,Alaska,2
2017,M06,June,988.53,Alaska,2
2017,M07,July,1011.82,Alaska,2
2017,M08,August,1012.77,Alaska,2
2017,M09,September,997.02,Alaska,2
2017,M10,October,1021.22,Alaska,2
2017,M11,November,995.22,Alaska,2
2017,M12,December,1002.2,Alaska,2
2018,M01,January,993.14,Alaska,2
2018,M02,February,1008.38,Alaska,2
2018,M03,March,1011.29,Alaska,2
2018,M04,April,1003.1,Alaska,2
2018,M05,May,971.46,Alaska,2
2018,M06,June,995.8,Alaska,2
2018,M07,July,1032.37,Alaska,2
2018,M08,August,1021.48,Alaska,2
2018,M09,September,1027.09,Alaska,2
2018,M10,October,1024.1,Alaska,2
2018,M11,November,1009.97,Alaska,2
2018,M12,December,1025.71,Alaska,2
2019,M01,January,992.57,Alaska,2
2019,M02,February,1013.34,Alaska,2
2019,M03,March,1021.58,Alaska,2
2019,M04,April,1013.93,Alaska,2
2019,M05,May,1011.64,Alaska,2
2019,M06,June,1024.2,Alaska,2
2019,M07,July,1012.15,Alaska,2
2019,M08,August,1036.51,Alaska,2
2019,M09,September,1036.32,Alaska,2
2019,M10,October,1033.46,Alaska,2
2019,M11,November,1012.52,Alaska,2
2019,M12,December,1045.61,Alaska,2
2020,M01,January,1020.53,Alaska,2
2020,M02,February,1052.29,Alaska,2
2020,M03,March,1063.73,Alaska,2
2020,M04,April,1094.57,Alaska,2
2020,M05,May,1098.7,Alaska,2
2020,M06,June,1091.43,Alaska,2
2020,M07,July,1105.55,Alaska,2
2020,M08,August,1137.72,Alaska,2
2020,M09,September,1101.03,Alaska,2
2020,M10,October,1094.8,Alaska,2
2020,M11,November,1093.28,Alaska,2
2020,M12,December,1076.36,Alaska,2
2021,M01,January,1088.85,Alaska,2
2021,M02,February,1067.74,Alaska,2
2021,M03,March,1069.5,Alaska,2
2021,M04,April,1097.93,Alaska,2
2021,M05,May,1114.08,Alaska,2
2021,M06,June,1109.91,Alaska,2
2021,M07,July,1143.81,Alaska,2
2021,M08,August,1148.06,Alaska,2
2021,M09,September,1155.25,Alaska,2
2021,M10,October,1159.7,Alaska,2
2021,M11,November,1136.8,Alaska,2
2021,M12,December,1118.87,Alaska,2
2010,M01,January,778.67,Arizona,4
2010,M02,February,784.37,Arizona,4
2010,M03,March,788.55,Arizona,4
2010,M04,April,781.41,Arizona,4
2010,M05,May,784.91,Arizona,4
2010,M06,June,775.61,Arizona,4
2010,M07,July,780.57,Arizona,4
2010,M08,August,787.6,Arizona,4
2010,M09,September,773.96,Arizona,4
2010,M10,October,772.64,Arizona,4
2010,M11,November,772.07,Arizona,4
2010,M12,December,784,Arizona,4
2011,M01,January,794.46,Arizona,4
2011,M02,February,790.65,Arizona,4
2011,M03,March,792.91,Arizona,4
2011,M04,April,798.53,Arizona,4
2011,M05,May,797.82,Arizona,4
2011,M06,June,784,Arizona,4
2011,M07,July,789.09,Arizona,4
2011,M08,August,784,Arizona,4
2011,M09,September,786.3,Arizona,4
2011,M10,October,800.39,Arizona,4
2011,M11,November,779.87,Arizona,4
2011,M12,December,782.14,Arizona,4
2012,M01,January,796.95,Arizona,4
2012,M02,February,779.54,Arizona,4
2012,M03,March,780.56,Arizona,4
2012,M04,April,795.37,Arizona,4
2012,M05,May,781.26,Arizona,4
2012,M06,June,787.85,Arizona,4
2012,M07,July,800.96,Arizona,4
2012,M08,August,782.65,Arizona,4
2012,M09,September,801.31,Arizona,4
2012,M10,October,789.79,Arizona,4
2012,M11,November,789.95,Arizona,4
2012,M12,December,805.38,Arizona,4
2013,M01,January,788.33,Arizona,4
2013,M02,February,792.2,Arizona,4
2013,M03,March,788.57,Arizona,4
2013,M04,April,795.67,Arizona,4
2013,M05,May,787.15,Arizona,4
2013,M06,June,810.14,Arizona,4
2013,M07,July,789.36,Arizona,4
2013,M08,August,784.19,Arizona,4
2013,M09,September,799.49,Arizona,4
2013,M10,October,786.73,Arizona,4
2013,M11,November,792.92,Arizona,4
2013,M12,December,809.06,Arizona,4
2014,M01,January,789.93,Arizona,4
2014,M02,February,806.4,Arizona,4
2014,M03,March,804.49,Arizona,4
2014,M04,April,785.7,Arizona,4
2014,M05,May,778.05,Arizona,4
2014,M06,June,795.72,Arizona,4
2014,M07,July,779.42,Arizona,4
2014,M08,August,778.61,Arizona,4
2014,M09,September,776.12,Arizona,4
2014,M10,October,776.34,Arizona,4
2014,M11,November,792.05,Arizona,4
2014,M12,December,786.65,Arizona,4
2015,M01,January,795.11,Arizona,4
2015,M02,February,812.06,Arizona,4
2015,M03,March,808.15,Arizona,4
2015,M04,April,804.92,Arizona,4
2015,M05,May,798.79,Arizona,4
2015,M06,June,802.35,Arizona,4
2015,M07,July,797.53,Arizona,4
2015,M08,August,823.33,Arizona,4
2015,M09,September,803.51,Arizona,4
2015,M10,October,804.89,Arizona,4
2015,M11,November,813.72,Arizona,4
2015,M12,December,801.44,Arizona,4
2016,M01,January,802.96,Arizona,4
2016,M02,February,805.36,Arizona,4
2016,M03,March,814.2,Arizona,4
2016,M04,April,821.45,Arizona,4
2016,M05,May,835.55,Arizona,4
2016,M06,June,815.24,Arizona,4
2016,M07,July,818.03,Arizona,4
2016,M08,August,835.23,Arizona,4
2016,M09,September,831.78,Arizona,4
2016,M10,October,853.65,Arizona,4
2016,M11,November,837.3,Arizona,4
2016,M12,December,830.42,Arizona,4
2017,M01,January,862,Arizona,4
2017,M02,February,855.1,Arizona,4
2017,M03,March,855.6,Arizona,4
2017,M04,April,887.33,Arizona,4
2017,M05,May,865.35,Arizona,4
2017,M06,June,867.22,Arizona,4
2017,M07,July,899.51,Arizona,4
2017,M08,August,882.42,Arizona,4
2017,M09,September,885.31,Arizona,4
2017,M10,October,905.8,Arizona,4
2017,M11,November,889.7,Arizona,4
2017,M12,December,889.7,Arizona,4
2018,M01,January,886.81,Arizona,4
2018,M02,February,889.25,Arizona,4
2018,M03,March,884.45,Arizona,4
2018,M04,April,902.06,Arizona,4
2018,M05,May,888.21,Arizona,4
2018,M06,June,890.4,Arizona,4
2018,M07,July,907.92,Arizona,4
2018,M08,August,896.23,Arizona,4
2018,M09,September,905.7,Arizona,4
2018,M10,October,890.26,Arizona,4
2018,M11,November,885.41,Arizona,4
2018,M12,December,907.69,Arizona,4
2019,M01,January,894.93,Arizona,4
2019,M02,February,897,Arizona,4
2019,M03,March,893.21,Arizona,4
2019,M04,April,917.35,Arizona,4
2019,M05,May,907.41,Arizona,4
2019,M06,June,929.6,Arizona,4
2019,M07,July,914.82,Arizona,4
2019,M08,August,924.76,Arizona,4
2019,M09,September,947.94,Arizona,4
2019,M10,October,932.64,Arizona,4
2019,M11,November,933.43,Arizona,4
2019,M12,December,947.58,Arizona,4
2020,M01,January,934.95,Arizona,4
2020,M02,February,967.57,Arizona,4
2020,M03,March,945.17,Arizona,4
2020,M04,April,967.04,Arizona,4
2020,M05,May,954.25,Arizona,4
2020,M06,June,957.53,Arizona,4
2020,M07,July,960.1,Arizona,4
2020,M08,August,990.23,Arizona,4
2020,M09,September,963.26,Arizona,4
2020,M10,October,970.16,Arizona,4
2020,M11,November,991.39,Arizona,4
2020,M12,December,974.41,Arizona,4
2021,M01,January,982.75,Arizona,4
2021,M02,February,968.48,Arizona,4
2021,M03,March,971.96,Arizona,4
2021,M04,April,1002.85,Arizona,4
2021,M05,May,1014.21,Arizona,4
2021,M06,June,988.42,Arizona,4
2021,M07,July,1006.42,Arizona,4
2021,M08,August,1011.04,Arizona,4
2021,M09,September,995.44,Arizona,4
2021,M10,October,1009.89,Arizona,4
2021,M11,November,1013.06,Arizona,4
2021,M12,December,1021.5,Arizona,4
2010,M01,January,628.03,Arkansas,5
2010,M02,February,619.25,Arkansas,5
2010,M03,March,622.87,Arkansas,5
2010,M04,April,628.2,Arkansas,5
2010,M05,May,631.14,Arkansas,5
2010,M06,June,633.31,Arkansas,5
2010,M07,July,636.65,Arkansas,5
2010,M08,August,639.71,Arkansas,5
2010,M09,September,626.05,Arkansas,5
2010,M10,October,627.55,Arkansas,5
2010,M11,November,630.15,Arkansas,5
2010,M12,December,637.07,Arkansas,5
2011,M01,January,633.58,Arkansas,5
2011,M02,February,616.32,Arkansas,5
2011,M03,March,639.1,Arkansas,5
2011,M04,April,637.35,Arkansas,5
2011,M05,May,652.49,Arkansas,5
2011,M06,June,641.45,Arkansas,5
2011,M07,July,641.05,Arkansas,5
2011,M08,August,636.36,Arkansas,5
2011,M09,September,650.23,Arkansas,5
2011,M10,October,667.44,Arkansas,5
2011,M11,November,645.84,Arkansas,5
2011,M12,December,653.76,Arkansas,5
2012,M01,January,663.17,Arkansas,5
2012,M02,February,649.64,Arkansas,5
2012,M03,March,647.63,Arkansas,5
2012,M04,April,633.56,Arkansas,5
2012,M05,May,620.78,Arkansas,5
2012,M06,June,625.41,Arkansas,5
2012,M07,July,649.44,Arkansas,5
2012,M08,August,640.15,Arkansas,5
2012,M09,September,661.06,Arkansas,5
2012,M10,October,654.63,Arkansas,5
2012,M11,November,661.04,Arkansas,5
2012,M12,December,676.19,Arkansas,5
2013,M01,January,649.74,Arkansas,5
2013,M02,February,654.63,Arkansas,5
2013,M03,March,657.75,Arkansas,5
2013,M04,April,657.92,Arkansas,5
2013,M05,May,659.99,Arkansas,5
2013,M06,June,682.23,Arkansas,5
2013,M07,July,672,Arkansas,5
2013,M08,August,675.49,Arkansas,5
2013,M09,September,699.36,Arkansas,5
2013,M10,October,673.73,Arkansas,5
2013,M11,November,680.9,Arkansas,5
2013,M12,December,693.11,Arkansas,5
2014,M01,January,678.6,Arkansas,5
2014,M02,February,687.75,Arkansas,5
2014,M03,March,697.53,Arkansas,5
2014,M04,April,681.1,Arkansas,5
2014,M05,May,677.56,Arkansas,5
2014,M06,June,694,Arkansas,5
2014,M07,July,677.34,Arkansas,5
2014,M08,August,676.71,Arkansas,5
2014,M09,September,678.95,Arkansas,5
2014,M10,October,675.12,Arkansas,5
2014,M11,November,684.39,Arkansas,5
2014,M12,December,675.47,Arkansas,5
2015,M01,January,671.24,Arkansas,5
2015,M02,February,674.92,Arkansas,5
2015,M03,March,676.55,Arkansas,5
2015,M04,April,670.55,Arkansas,5
2015,M05,May,666.11,Arkansas,5
2015,M06,June,661.65,Arkansas,5
2015,M07,July,667.36,Arkansas,5
2015,M08,August,684.39,Arkansas,5
2015,M09,September,667.24,Arkansas,5
2015,M10,October,674.13,Arkansas,5
2015,M11,November,686.95,Arkansas,5
2015,M12,December,676.05,Arkansas,5
2016,M01,January,683.71,Arkansas,5
2016,M02,February,681.95,Arkansas,5
2016,M03,March,674.65,Arkansas,5
2016,M04,April,683.36,Arkansas,5
2016,M05,May,694.77,Arkansas,5
2016,M06,June,690.62,Arkansas,5
2016,M07,July,702.33,Arkansas,5
2016,M08,August,693.45,Arkansas,5
2016,M09,September,689.43,Arkansas,5
2016,M10,October,708.88,Arkansas,5
2016,M11,November,698.92,Arkansas,5
2016,M12,December,700.65,Arkansas,5
2017,M01,January,704.8,Arkansas,5
2017,M02,February,705.53,Arkansas,5
2017,M03,March,704.49,Arkansas,5
2017,M04,April,719.99,Arkansas,5
2017,M05,May,708.57,Arkansas,5
2017,M06,June,713.65,Arkansas,5
2017,M07,July,723.76,Arkansas,5
2017,M08,August,718.59,Arkansas,5
2017,M09,September,728.35,Arkansas,5
2017,M10,October,731.42,Arkansas,5
2017,M11,November,723.83,Arkansas,5
2017,M12,December,734.27,Arkansas,5
2018,M01,January,723.43,Arkansas,5
2018,M02,February,728.01,Arkansas,5
2018,M03,March,734.29,Arkansas,5
2018,M04,April,740.95,Arkansas,5
2018,M05,May,722.8,Arkansas,5
2018,M06,June,731.01,Arkansas,5
2018,M07,July,742.71,Arkansas,5
2018,M08,August,737.09,Arkansas,5
2018,M09,September,761.82,Arkansas,5
2018,M10,October,743.07,Arkansas,5
2018,M11,November,743.75,Arkansas,5
2018,M12,December,768.53,Arkansas,5
2019,M01,January,750.98,Arkansas,5
2019,M02,February,756.59,Arkansas,5
2019,M03,March,755.16,Arkansas,5
2019,M04,April,770.88,Arkansas,5
2019,M05,May,767.8,Arkansas,5
2019,M06,June,786.17,Arkansas,5
2019,M07,July,771.03,Arkansas,5
2019,M08,August,786.02,Arkansas,5
2019,M09,September,801.71,Arkansas,5
2019,M10,October,784.57,Arkansas,5
2019,M11,November,785.91,Arkansas,5
2019,M12,December,804.49,Arkansas,5
2020,M01,January,791.39,Arkansas,5
2020,M02,February,809.72,Arkansas,5
2020,M03,March,799.94,Arkansas,5
2020,M04,April,815.31,Arkansas,5
2020,M05,May,800.22,Arkansas,5
2020,M06,June,805.39,Arkansas,5
2020,M07,July,807.47,Arkansas,5
2020,M08,August,825.44,Arkansas,5
2020,M09,September,816.2,Arkansas,5
2020,M10,October,829.9,Arkansas,5
2020,M11,November,829.9,Arkansas,5
2020,M12,December,813.28,Arkansas,5
2021,M01,January,829.92,Arkansas,5
2021,M02,February,817.49,Arkansas,5
2021,M03,March,844.9,Arkansas,5
2021,M04,April,849.42,Arkansas,5
2021,M05,May,849.66,Arkansas,5
2021,M06,June,834.24,Arkansas,5
2021,M07,July,846.14,Arkansas,5
2021,M08,August,872.59,Arkansas,5
2021,M09,September,852.95,Arkansas,5
2021,M10,October,862.05,Arkansas,5
2021,M11,November,866.62,Arkansas,5
2021,M12,December,855.05,Arkansas,5
2010,M01,January,884.4,California,6
2010,M02,February,882.34,California,6
2010,M03,March,880.99,California,6
2010,M04,April,889.34,California,6
2010,M05,May,913.09,California,6
2010,M06,June,887.84,California,6
2010,M07,July,890.89,California,6
2010,M08,August,916.28,California,6
2010,M09,September,888.6,California,6
2010,M10,October,898.88,California,6
2010,M11,November,899.37,California,6
2010,M12,December,912.46,California,6
2011,M01,January,929.36,California,6
2011,M02,February,922.75,California,6
2011,M03,March,925.47,California,6
2011,M04,April,920.36,California,6
2011,M05,May,945.17,California,6
2011,M06,June,909.11,California,6
2011,M07,July,921.98,California,6
2011,M08,August,916.07,California,6
2011,M09,September,918.9,California,6
2011,M10,October,945,California,6
2011,M11,November,916.27,California,6
2011,M12,December,920.27,California,6
2012,M01,January,945.58,California,6
2012,M02,February,917.32,California,6
2012,M03,March,914.94,California,6
2012,M04,April,935.3,California,6
2012,M05,May,914.9,California,6
2012,M06,June,918.55,California,6
2012,M07,July,938.35,California,6
2012,M08,August,911.94,California,6
2012,M09,September,941.85,California,6
2012,M10,October,911.83,California,6
2012,M11,November,912.22,California,6
2012,M12,December,944.82,California,6
2013,M01,January,912.26,California,6
2013,M02,February,919.34,California,6
2013,M03,March,917.24,California,6
2013,M04,April,922.67,California,6
2013,M05,May,921.3,California,6
2013,M06,June,951.21,California,6
2013,M07,July,923.01,California,6
2013,M08,August,926.33,California,6
2013,M09,September,954.45,California,6
2013,M10,October,927.13,California,6
2013,M11,November,926.14,California,6
2013,M12,December,960.34,California,6
2014,M01,January,923.75,California,6
2014,M02,February,957,California,6
2014,M03,March,955.26,California,6
2014,M04,April,931.61,California,6
2014,M05,May,928.87,California,6
2014,M06,June,957.6,California,6
2014,M07,July,937.76,California,6
2014,M08,August,940.82,California,6
2014,M09,September,942.56,California,6
2014,M10,October,948.05,California,6
2014,M11,November,981.75,California,6
2014,M12,December,950.71,California,6
2015,M01,January,958.89,California,6
2015,M02,February,984.88,California,6
2015,M03,March,983.5,California,6
2015,M04,April,960.06,California,6
2015,M05,May,961.77,California,6
2015,M06,June,963.59,California,6
2015,M07,July,964.97,California,6
2015,M08,August,996.16,California,6
2015,M09,September,961.48,California,6
2015,M10,October,972.56,California,6
2015,M11,November,999.65,California,6
2015,M12,December,978.08,California,6
2016,M01,January,977.78,California,6
2016,M02,February,982.35,California,6
2016,M03,March,976.41,California,6
2016,M04,April,987.62,California,6
2016,M05,May,1017.1,California,6
2016,M06,June,986.59,California,6
2016,M07,July,993.95,California,6
2016,M08,August,998.09,California,6
2016,M09,September,1001.22,California,6
2016,M10,October,1035.3,California,6
2016,M11,November,1002.4,California,6
2016,M12,December,1008.56,California,6
2017,M01,January,1031.9,California,6
2017,M02,February,1012.18,California,6
2017,M03,March,1012.32,California,6
2017,M04,April,1048.75,California,6
2017,M05,May,1021.8,California,6
2017,M06,June,1021.34,California,6
2017,M07,July,1059.32,California,6
2017,M08,August,1034.54,California,6
2017,M09,September,1040.26,California,6
2017,M10,October,1076.17,California,6
2017,M11,November,1042.32,California,6
2017,M12,December,1050.53,California,6
2018,M01,January,1043.46,California,6
2018,M02,February,1053.67,California,6
2018,M03,March,1047.2,California,6
2018,M04,April,1086.62,California,6
2018,M05,May,1058.46,California,6
2018,M06,June,1058.76,California,6
2018,M07,July,1091.9,California,6
2018,M08,August,1064.3,California,6
2018,M09,September,1101.41,California,6
2018,M10,October,1075,California,6
2018,M11,November,1071.49,California,6
2018,M12,December,1121.8,California,6
2019,M01,January,1089.7,California,6
2019,M02,February,1092.08,California,6
2019,M03,March,1096.79,California,6
2019,M04,April,1102.27,California,6
2019,M05,May,1097.82,California,6
2019,M06,June,1137.24,California,6
2019,M07,July,1109.61,California,6
2019,M08,August,1116.77,California,6
2019,M09,September,1150.1,California,6
2019,M10,October,1120.92,California,6
2019,M11,November,1122.79,California,6
2019,M12,December,1157.98,California,6
2020,M01,January,1127.78,California,6
2020,M02,February,1174.25,California,6
2020,M03,March,1159.1,California,6
2020,M04,April,1181.5,California,6
2020,M05,May,1198.89,California,6
2020,M06,June,1185.01,California,6
2020,M07,July,1196.42,California,6
2020,M08,August,1244.77,California,6
2020,M09,September,1205.1,California,6
2020,M10,October,1217.97,California,6
2020,M11,November,1250.63,California,6
2020,M12,December,1237.55,California,6
2021,M01,January,1241.74,California,6
2021,M02,February,1242.01,California,6
2021,M03,March,1232.45,California,6
2021,M04,April,1245.23,California,6
2021,M05,May,1282.62,California,6
2021,M06,June,1245.23,California,6
2021,M07,July,1248.85,California,6
2021,M08,August,1290.07,California,6
2021,M09,September,1251.83,California,6
2021,M10,October,1262.55,California,6
2021,M11,November,1272.02,California,6
2021,M12,December,1286.43,California,6
2010,M01,January,796.66,Colorado,8
2010,M02,February,795.98,Colorado,8
2010,M03,March,795.96,Colorado,8
2010,M04,April,806.81,Colorado,8
2010,M05,May,834.16,Colorado,8
2010,M06,June,817.6,Colorado,8
2010,M07,July,822.39,Colorado,8
2010,M08,August,832.3,Colorado,8
2010,M09,September,812.18,Colorado,8
2010,M10,October,819.75,Colorado,8
2010,M11,November,823.17,Colorado,8
2010,M12,December,823.88,Colorado,8
2011,M01,January,826.97,Colorado,8
2011,M02,February,816.65,Colorado,8
2011,M03,March,809.19,Colorado,8
2011,M04,April,821.48,Colorado,8
2011,M05,May,838.89,Colorado,8
2011,M06,June,811.79,Colorado,8
2011,M07,July,824.13,Colorado,8
2011,M08,August,815.93,Colorado,8
2011,M09,September,825.56,Colorado,8
2011,M10,October,860.57,Colorado,8
2011,M11,November,836.62,Colorado,8
2011,M12,December,837.32,Colorado,8
2012,M01,January,858.9,Colorado,8
2012,M02,February,825.6,Colorado,8
