State,State Code,Year,Month,Month Code,Births,Female Population,Fertility
Indiana,18,2018,February,2,6217,1299333,4.784762643602526
Indiana,18,2018,March,3,7008,1299333,5.393536529896493
Indiana,18,2018,April,4,6456,1299333,4.968703173089578
Indiana,18,2018,May,5,6920,1299333,5.325809473014231
Indiana,18,2018,June,6,6771,1299333,5.21113525170222
Indiana,18,2018,July,7,7040,1299333,5.4181645505809515
Indiana,18,2018,August,8,7424,1299333,5.713700798794458
Indiana,18,2018,September,9,7085,1299333,5.452797704668472
Indiana,18,2018,October,10,6889,1299333,5.301951077976161
Indiana,18,2018,November,11,6509,1299333,5.009493332348213
Indiana,18,2018,December,12,6684,1299333,5.144177820466347
Indiana,18,2019,January,1,6581,1310454,5.021923699725439
Indiana,18,2019,February,2,6115,1310454,4.666321748035414
Indiana,18,2019,March,3,6487,1310454,4.9501928339338885
Indiana,18,2019,April,4,6519,1310454,4.974611852075693
Indiana,18,2019,May,5,6730,1310454,5.135624752948215
Indiana,18,2019,June,6,6560,1310454,5.005898719069879
Indiana,18,2019,July,7,7209,1310454,5.501146930758348
Indiana,18,2019,August,8,7486,1310454,5.712524056548341
Indiana,18,2019,September,9,7121,1310454,5.433994630868386
Indiana,18,2019,October,10,7003,1310454,5.343949501470482
Indiana,18,2019,November,11,6415,1310454,4.895250043114829
Indiana,18,2019,December,12,6633,1310454,5.06160460420587
Indiana,18,2020,January,1,6608,1314073,5.028639961402448
Indiana,18,2020,February,2,6264,1314073,4.76685846220111
Indiana,18,2020,March,3,6556,1314073,4.989068339430154
Indiana,18,2020,April,4,6273,1314073,4.773707396773238
Indiana,18,2020,May,5,6683,1314073,5.085714416170182
Indiana,18,2020,June,6,6480,1314073,4.931232891932184
Indiana,18,2020,July,7,7195,1314073,5.4753426940512435
Indiana,18,2020,August,8,6958,1314073,5.294987416985205
Indiana,18,2020,September,9,6804,1314073,5.1777945365287925
Indiana,18,2020,October,10,6556,1314073,4.989068339430154
Indiana,18,2020,November,11,6059,1314073,4.610854952502638
Indiana,18,2020,December,12,6180,1314073,4.702935072861249
Iowa,19,2010,January,1,3036,576692,5.264508611182399
Iowa,19,2010,February,2,2958,576692,5.129254437377318
Iowa,19,2010,March,3,3390,576692,5.878354476913153
Iowa,19,2010,April,4,3254,576692,5.6425266866889086
Iowa,19,2010,May,5,3320,576692,5.756972526062439
Iowa,19,2010,June,6,3411,576692,5.914769062168367
Iowa,19,2010,July,7,3356,576692,5.819397529357092
Iowa,19,2010,August,8,3303,576692,5.727494052284408
Iowa,19,2010,September,9,3359,576692,5.824599612964979
Iowa,19,2010,October,10,3191,576692,5.533282930923265
Iowa,19,2010,November,11,3100,576692,5.3754863948173375
Iowa,19,2010,December,12,3041,576692,5.273178750528879
Iowa,19,2011,January,1,3033,578260,5.245045481271401
Iowa,19,2011,February,2,2885,578260,4.989105246774807
Iowa,19,2011,March,3,3196,578260,5.5269256043994055
Iowa,19,2011,April,4,3007,578260,5.20008300764362
Iowa,19,2011,May,5,3130,578260,5.412790094421195
Iowa,19,2011,June,6,3285,578260,5.6808356102791135
Iowa,19,2011,July,7,3507,578260,6.064745962024003
Iowa,19,2011,August,8,3495,578260,6.043994051118874
Iowa,19,2011,September,9,3381,578260,5.846850897520147
Iowa,19,2011,October,10,3096,578260,5.353993013523328
Iowa,19,2011,November,11,3073,578260,5.314218517621831
Iowa,19,2011,December,12,3126,578260,5.405872790786152
Iowa,19,2012,January,1,2947,579691,5.083742890608963
Iowa,19,2012,February,2,2908,579691,5.016465668778712
Iowa,19,2012,March,3,3227,579691,5.566758842210764
Iowa,19,2012,April,4,2983,579691,5.145844941529194
Iowa,19,2012,May,5,3366,579691,5.806541761041658
Iowa,19,2012,June,6,3373,579691,5.818617159831703
Iowa,19,2012,July,7,3432,579691,5.920395521062083
Iowa,19,2012,August,8,3499,579691,6.035974338052514
Iowa,19,2012,September,9,3328,579691,5.7409895961814135
Iowa,19,2012,October,10,3360,579691,5.7961914192216195
Iowa,19,2012,November,11,3058,579691,5.275224214279676
Iowa,19,2012,December,12,3221,579691,5.5564085003907255
Iowa,19,2013,January,1,3117,582884,5.347547711036844
Iowa,19,2013,February,2,2873,582884,4.928939548863925
Iowa,19,2013,March,3,3207,582884,5.501952361018659
Iowa,19,2013,April,4,3186,582884,5.465924609356236
Iowa,19,2013,May,5,3333,582884,5.718118870993199
Iowa,19,2013,June,6,3227,582884,5.536264505459062
Iowa,19,2013,July,7,3515,582884,6.030359385400868
Iowa,19,2013,August,8,3525,582884,6.047515457621071
Iowa,19,2013,September,9,3315,582884,5.6872379409968365
Iowa,19,2013,October,10,3470,582884,5.9531570604099615
Iowa,19,2013,November,11,3041,582884,5.217161562163312
Iowa,19,2013,December,12,3285,582884,5.635769724336232
Iowa,19,2014,January,1,3275,585645,5.592124922094443
Iowa,19,2014,February,2,2874,585645,4.907409778961657
Iowa,19,2014,March,3,3222,585645,5.501626411904823
Iowa,19,2014,April,4,3279,585645,5.598954998335169
Iowa,19,2014,May,5,3374,585645,5.761169309052412
Iowa,19,2014,June,6,3314,585645,5.658718165441522
Iowa,19,2014,July,7,3607,585645,6.159021250074704
Iowa,19,2014,August,8,3619,585645,6.179511478796882
Iowa,19,2014,September,9,3357,585645,5.732141485029326
Iowa,19,2014,October,10,3356,585645,5.730433965969145
Iowa,19,2014,November,11,3111,585645,5.312091796224675
Iowa,19,2014,December,12,3299,585645,5.633105379538799
Iowa,19,2015,January,1,3215,588384,5.464118670800022
Iowa,19,2015,February,2,2830,588384,4.809784086582912
Iowa,19,2015,March,3,3326,588384,5.652770979496383
Iowa,19,2015,April,4,3296,588384,5.601783869037908
Iowa,19,2015,May,5,3312,588384,5.628976994615761
Iowa,19,2015,June,6,3392,588384,5.764942622505031
Iowa,19,2015,July,7,3542,588384,6.0198781747974115
Iowa,19,2015,August,8,3473,588384,5.902607820742916
Iowa,19,2015,September,9,3360,588384,5.710556371349323
Iowa,19,2015,October,10,3442,588384,5.849921139935824
Iowa,19,2015,November,11,3062,588384,5.204084407461794
Iowa,19,2015,December,12,3232,588384,5.493011366726492
Iowa,19,2016,January,1,3088,589319,5.239946446661316
Iowa,19,2016,February,2,2957,589319,5.017655972402044
Iowa,19,2016,March,3,3343,589319,5.672649278234708
Iowa,19,2016,April,4,3250,589319,5.514840010249118
Iowa,19,2016,May,5,3375,589319,5.726949241412545
Iowa,19,2016,June,6,3330,589319,5.650589918193711
Iowa,19,2016,July,7,3405,589319,5.777855456891769
Iowa,19,2016,August,8,3544,589319,6.0137209219455
Iowa,19,2016,September,9,3442,589319,5.840639789316143
Iowa,19,2016,October,10,3236,589319,5.491083776358814
Iowa,19,2016,November,11,3197,589319,5.424905696235824
Iowa,19,2016,December,12,3236,589319,5.491083776358814
Iowa,19,2017,January,1,3055,592278,5.158050780207943
Iowa,19,2017,February,2,2909,592278,4.911544916407498
Iowa,19,2017,March,3,3237,592278,5.465338911794799
Iowa,19,2017,April,4,3058,592278,5.163115969190144
Iowa,19,2017,May,5,3270,592278,5.5210559905990095
Iowa,19,2017,June,6,3239,592278,5.4687157044495995
Iowa,19,2017,July,7,3391,592278,5.725351946214446
Iowa,19,2017,August,8,3593,592278,6.066408004349309
Iowa,19,2017,September,9,3342,592278,5.642620526171831
Iowa,19,2017,October,10,3142,592278,5.30494126069177
Iowa,19,2017,November,11,3082,592278,5.2036374810477515
Iowa,19,2017,December,12,3112,592278,5.254289370869761
Iowa,19,2018,January,1,3122,594866,5.248240780276567
Iowa,19,2018,February,2,2851,594866,4.792675997619632
Iowa,19,2018,March,3,3156,594866,5.305396509465997
Iowa,19,2018,April,4,3087,594866,5.189404000228623
Iowa,19,2018,May,5,3340,594866,5.614709867432329
Iowa,19,2018,June,6,3123,594866,5.2499218311350795
Iowa,19,2018,July,7,3294,594866,5.537381527940746
Iowa,19,2018,August,8,3387,594866,5.693719257782425
Iowa,19,2018,September,9,3115,594866,5.236473424266978
Iowa,19,2018,October,10,3270,594866,5.497036307336442
Iowa,19,2018,November,11,3052,594866,5.130567220180679
Iowa,19,2018,December,12,2988,594866,5.022979965235868
Iowa,19,2019,January,1,3063,594283,5.154110078868149
Iowa,19,2019,February,2,2865,594283,4.820935480234165
Iowa,19,2019,March,3,3067,594283,5.160840878840553
Iowa,19,2019,April,4,3111,594283,5.234879678536993
Iowa,19,2019,May,5,3272,594283,5.505794377426243
Iowa,19,2019,June,6,3140,594283,5.28367797833692
Iowa,19,2019,July,7,3443,594283,5.793536076246502
Iowa,19,2019,August,8,3400,594283,5.721179976543162
Iowa,19,2019,September,9,3230,594283,5.435120977716004
Iowa,19,2019,October,10,3202,594283,5.388005377909178
Iowa,19,2019,November,11,2912,594283,4.900022379909908
Iowa,19,2019,December,12,2944,594283,4.953868779689138
Iowa,19,2020,January,1,3035,597922,5.075912911717582
Iowa,19,2020,February,2,2844,597922,4.756473252364021
Iowa,19,2020,March,3,3029,597922,5.065878158020611
Iowa,19,2020,April,4,2871,597922,4.801629644000388
Iowa,19,2020,May,5,3216,597922,5.378627981576193
Iowa,19,2020,June,6,3030,597922,5.067550616970107
Iowa,19,2020,July,7,3153,597922,5.273263067758002
Iowa,19,2020,August,8,3190,597922,5.33514404888932
Iowa,19,2020,September,9,3095,597922,5.176260448687287
Iowa,19,2020,October,10,2988,597922,4.997307341091313
Iowa,19,2020,November,11,2764,597922,4.622676536404414
Iowa,19,2020,December,12,2899,597922,4.84845849458625
Kansas,20,2010,January,1,3230,554584,5.8241853353143975
Kansas,20,2010,February,2,3060,554584,5.517649265034692
Kansas,20,2010,March,3,3597,554584,6.485942616447644
Kansas,20,2010,April,4,3325,554584,5.995484904000115
Kansas,20,2010,May,5,3336,554584,6.015319590900567
Kansas,20,2010,June,6,3351,554584,6.042366891219364
Kansas,20,2010,July,7,3661,554584,6.60134443114118
Kansas,20,2010,August,8,3563,554584,6.4246354023917025
Kansas,20,2010,September,9,3541,554584,6.384966028590799
Kansas,20,2010,October,10,3273,554584,5.901720929561617
Kansas,20,2010,November,11,3259,554584,5.876476782597407
Kansas,20,2010,December,12,3453,554584,6.226288533387187
Kansas,20,2011,January,1,3105,556582,5.578692807169474
Kansas,20,2011,February,2,3012,556582,5.411601525022369
Kansas,20,2011,March,3,3421,556582,6.146443830378992
Kansas,20,2011,April,4,3173,556582,5.700867077986712
Kansas,20,2011,May,5,3238,556582,5.817651307444366
Kansas,20,2011,June,6,3436,556582,6.173394037176912
Kansas,20,2011,July,7,3447,556582,6.193157522162053
Kansas,20,2011,August,8,3501,556582,6.290178266634566
Kansas,20,2011,September,9,3403,556582,6.114103582221488
Kansas,20,2011,October,10,3323,556582,5.970369145965913
Kansas,20,2011,November,11,3324,556582,5.972165826419108
Kansas,20,2011,December,12,3259,556582,5.855381596961454
Kansas,20,2012,January,1,3238,557854,5.804386093852513
Kansas,20,2012,February,2,3112,557854,5.578520544802045
Kansas,20,2012,March,3,3216,557854,5.764949251954812
Kansas,20,2012,April,4,3119,557854,5.591068630860405
Kansas,20,2012,May,5,3397,557854,6.0894069057495335
Kansas,20,2012,June,6,3252,557854,5.829482265969232
Kansas,20,2012,July,7,3488,557854,6.252532024508205
Kansas,20,2012,August,8,3803,557854,6.817195897134376
Kansas,20,2012,September,9,3478,557854,6.234606187281977
Kansas,20,2012,October,10,3601,557854,6.455093985164577
Kansas,20,2012,November,11,3361,557854,6.024873891735114
Kansas,20,2012,December,12,3276,557854,5.8725042753121786
Kansas,20,2013,January,1,3202,558538,5.732823908131587
Kansas,20,2013,February,2,2859,558538,5.118720660008809
Kansas,20,2013,March,3,3179,558538,5.691644973126269
Kansas,20,2013,April,4,3035,558538,5.433829032223412
Kansas,20,2013,May,5,3264,558538,5.843827993798095
Kansas,20,2013,June,6,3176,558538,5.686273807690792
Kansas,20,2013,July,7,3430,558538,6.141032481227777
Kansas,20,2013,August,8,3410,558538,6.105224711657936
Kansas,20,2013,September,9,3389,558538,6.067626553609602
Kansas,20,2013,October,10,3400,558538,6.087320826873015
Kansas,20,2013,November,11,3203,558538,5.734614296610078
Kansas,20,2013,December,12,3292,558538,5.893958871195872
Kansas,20,2014,January,1,3223,560331,5.751957325223841
Kansas,20,2014,February,2,2992,560331,5.3397009981600165
Kansas,20,2014,March,3,3238,560331,5.778727216591622
Kansas,20,2014,April,4,3259,560331,5.816205064506515
Kansas,20,2014,May,5,3306,560331,5.900084057458895
Kansas,20,2014,June,6,3163,560331,5.644877759752718
Kansas,20,2014,July,7,3530,560331,6.299847768551088
Kansas,20,2014,August,8,3435,560331,6.1303051232218095
Kansas,20,2014,September,9,3444,560331,6.146367058042478
Kansas,20,2014,October,10,3263,560331,5.82334370220459
Kansas,20,2014,November,11,3105,560331,5.5413675131306315
Kansas,20,2014,December,12,3265,560331,5.8269130210536275
Kansas,20,2015,January,1,3139,560142,5.603936144763292
Kansas,20,2015,February,2,2987,560142,5.332576382417316
Kansas,20,2015,March,3,3177,560142,5.671776085349786
Kansas,20,2015,April,4,3224,560142,5.7556833802857135
Kansas,20,2015,May,5,3085,560142,5.507532018666695
Kansas,20,2015,June,6,3353,560142,5.985982125960917
Kansas,20,2015,July,7,3497,560142,6.243059795551842
Kansas,20,2015,August,8,3394,560142,6.059177851330555
Kansas,20,2015,September,9,3510,560142,6.2662681962788005
Kansas,20,2015,October,10,3332,560142,5.948491632478907
Kansas,20,2015,November,11,3108,560142,5.548593035337468
Kansas,20,2015,December,12,3348,560142,5.97705581798901
Kansas,20,2016,January,1,3076,558638,5.506249127341857
Kansas,20,2016,February,2,2888,558638,5.1697163458268145
Kansas,20,2016,March,3,3248,558638,5.814140821068384
Kansas,20,2016,April,4,2985,558638,5.343352940544682
Kansas,20,2016,May,5,3079,558638,5.511619331302203
Kansas,20,2016,June,6,3320,558638,5.943025716116698
Kansas,20,2016,July,7,3400,558638,6.086231155059269
Kansas,20,2016,August,8,3365,558638,6.023578775521894
Kansas,20,2016,September,9,3296,558638,5.900064084433927
Kansas,20,2016,October,10,3156,558638,5.649454566284428
Kansas,20,2016,November,11,3145,558638,5.629763818429824
Kansas,20,2016,December,12,3095,558638,5.540260419090717
Kansas,20,2017,January,1,2944,558606,5.270262045162422
Kansas,20,2017,February,2,2664,558606,4.769014296301866
Kansas,20,2017,March,3,3103,558606,5.554899159693952
Kansas,20,2017,April,4,2850,558606,5.101986015187807
Kansas,20,2017,May,5,3134,558606,5.610394446174943
Kansas,20,2017,June,6,3074,558606,5.502984214276252
Kansas,20,2017,July,7,3200,558606,5.728545701263502
Kansas,20,2017,August,8,3463,558606,6.199360551086096
Kansas,20,2017,September,9,3155,558606,5.647988027339484
Kansas,20,2017,October,10,3060,558606,5.477921826833224
Kansas,20,2017,November,11,2950,558606,5.281003068352291
Kansas,20,2017,December,12,2922,558606,5.230878293466236
Kansas,20,2018,January,1,2942,560121,5.252436527107536
Kansas,20,2018,February,2,2779,560121,4.961427977169219
Kansas,20,2018,March,3,2999,560121,5.354200253159585
Kansas,20,2018,April,4,2867,560121,5.118536887565365
Kansas,20,2018,May,5,3061,560121,5.464890621847779
Kansas,20,2018,June,6,3068,560121,5.477387921538382
Kansas,20,2018,July,7,3023,560121,5.39704813781308
Kansas,20,2018,August,8,3378,560121,6.030839764979353
Kansas,20,2018,September,9,3098,560121,5.53094777735525
Kansas,20,2018,October,10,3134,560121,5.595219604335492
Kansas,20,2018,November,11,2923,560121,5.218515285090186
Kansas,20,2018,December,12,2989,560121,5.3363469678872955
Kansas,20,2019,January,1,2980,561891,5.303519721796576
Kansas,20,2019,February,2,2595,561891,4.618333449014132
Kansas,20,2019,March,3,2856,561891,5.0828363508224905
Kansas,20,2019,April,4,2877,561891,5.120210147519715
Kansas,20,2019,May,5,2974,561891,5.292841494168798
Kansas,20,2019,June,6,2848,561891,5.068598713985453
Kansas,20,2019,July,7,3236,561891,5.7591241005817855
Kansas,20,2019,August,8,3231,561891,5.750225577558637
Kansas,20,2019,September,9,3108,561891,5.531321911189181
Kansas,20,2019,October,10,3052,561891,5.431658453329916
Kansas,20,2019,November,11,2706,561891,4.815880660128032
Kansas,20,2019,December,12,2932,561891,5.21809390077435
Kansas,20,2020,January,1,2780,562644,4.940957337143914
Kansas,20,2020,February,2,2671,562644,4.747229153781077
Kansas,20,2020,March,3,2962,562644,5.2644300836763565
Kansas,20,2020,April,4,2790,562644,4.958730564975366
Kansas,20,2020,May,5,2878,562644,5.115134969892152
Kansas,20,2020,June,6,2845,562644,5.0564833180483575
Kansas,20,2020,July,7,3032,562644,5.388842678496527
Kansas,20,2020,August,8,3040,562644,5.40306126076169
Kansas,20,2020,September,9,2984,562644,5.303531184905553
Kansas,20,2020,October,10,2834,562644,5.036932767433759
Kansas,20,2020,November,11,2731,562644,4.853868520769794
Kansas,20,2020,December,12,2829,562644,5.028046153518033
Kentucky,21,2010,January,1,4537,854846,5.307388699251093
Kentucky,21,2010,February,2,4312,854846,5.044183396775559
Kentucky,21,2010,March,3,4722,854846,5.523801947953198
Kentucky,21,2010,April,4,4562,854846,5.336633732859486
Kentucky,21,2010,May,5,4454,854846,5.21029518767123
Kentucky,21,2010,June,6,4683,854846,5.478179695524106
Kentucky,21,2010,July,7,4780,854846,5.591650425924669
Kentucky,21,2010,August,8,4846,854846,5.668857314650826
Kentucky,21,2010,September,9,4883,854846,5.712139964391247
Kentucky,21,2010,October,10,4668,854846,5.46063267535907
Kentucky,21,2010,November,11,4576,854846,5.353010951680186
Kentucky,21,2010,December,12,4761,854846,5.569424200382291
Kentucky,21,2011,January,1,4526,855511,5.29040538344919
Kentucky,21,2011,February,2,4175,855511,4.880124276601937
Kentucky,21,2011,March,3,4584,855511,5.3582011219025825
Kentucky,21,2011,April,4,4201,855511,4.910515469701734
Kentucky,21,2011,May,5,4575,855511,5.347681093521883
Kentucky,21,2011,June,6,4777,855511,5.583797286066456
Kentucky,21,2011,July,7,4933,855511,5.766144444665235
Kentucky,21,2011,August,8,5197,855511,6.0747319438324
Kentucky,21,2011,September,9,4855,855511,5.674970865365846
Kentucky,21,2011,October,10,4409,855511,5.153645014500106
Kentucky,21,2011,November,11,4475,855511,5.230791889291897
Kentucky,21,2011,December,12,4663,855511,5.450543593244271
Kentucky,21,2012,January,1,4493,851982,5.273585592183872
Kentucky,21,2012,February,2,4182,851982,4.908554406079002
Kentucky,21,2012,March,3,4557,851982,5.348704550096129
Kentucky,21,2012,April,4,4366,851982,5.1245214100767384
Kentucky,21,2012,May,5,4559,851982,5.351052017530887
Kentucky,21,2012,June,6,4640,851982,5.446124448638586
Kentucky,21,2012,July,7,5008,851982,5.878058456634061
Kentucky,21,2012,August,8,5247,851982,6.158580815087642
Kentucky,21,2012,September,9,4860,851982,5.704345866461967
Kentucky,21,2012,October,10,4881,851982,5.728994274526927
Kentucky,21,2012,November,11,4511,851982,5.294712799096694
Kentucky,21,2012,December,12,4454,851982,5.227809977206091
Kentucky,21,2013,January,1,4624,852992,5.420918367346939
Kentucky,21,2013,February,2,4236,852992,4.966048919567827
Kentucky,21,2013,March,3,4669,852992,5.4736738445378155
Kentucky,21,2013,April,4,4337,852992,5.084455657262906
Kentucky,21,2013,May,5,4748,852992,5.566289015606243
Kentucky,21,2013,June,6,4510,852992,5.287271158463385
Kentucky,21,2013,July,7,5062,852992,5.9344050120048015
Kentucky,21,2013,August,8,5005,852992,5.8675814075630255
Kentucky,21,2013,September,9,4812,852992,5.641319027611044
Kentucky,21,2013,October,10,4787,852992,5.612010429171669
Kentucky,21,2013,November,11,4349,852992,5.098523784513805
Kentucky,21,2013,December,12,4547,852992,5.330647884153661
Kentucky,21,2014,January,1,4685,853601,5.488512782904425
Kentucky,21,2014,February,2,4115,853601,4.820753490213812
Kentucky,21,2014,March,3,4603,853601,5.3924491653594595
Kentucky,21,2014,April,4,4545,853601,5.324501728559362
Kentucky,21,2014,May,5,4765,853601,5.582233385387318
Kentucky,21,2014,June,6,4510,853601,5.283498964973096
Kentucky,21,2014,July,7,5138,853601,6.019205694463807
Kentucky,21,2014,August,8,4981,853601,5.835279012091129
Kentucky,21,2014,September,9,4934,853601,5.7802181581324295
Kentucky,21,2014,October,10,4715,853601,5.523658008835509
Kentucky,21,2014,November,11,4378,853601,5.128859970876323
Kentucky,21,2014,December,12,4801,853601,5.62440765650462
Kentucky,21,2015,January,1,4571,851631,5.367348065065738
Kentucky,21,2015,February,2,4120,851631,4.837775985139103
Kentucky,21,2015,March,3,4608,851631,5.410794111534221
Kentucky,21,2015,April,4,4506,851631,5.2910239293778645
Kentucky,21,2015,May,5,4629,851631,5.4354526784487645
Kentucky,21,2015,June,6,4589,851631,5.388483979563919
Kentucky,21,2015,July,7,5063,851631,5.94506306134934
Kentucky,21,2015,August,8,4984,851631,5.85229988105177
Kentucky,21,2015,September,9,4979,851631,5.846428793691165
Kentucky,21,2015,October,10,4726,851631,5.549351773244515
Kentucky,21,2015,November,11,4423,851631,5.193563879191809
Kentucky,21,2015,December,12,4773,851631,5.60453999443421
Kentucky,21,2016,January,1,4382,848442,5.1647608204214315
Kentucky,21,2016,February,2,4324,848442,5.0964002253542375
Kentucky,21,2016,March,3,4597,848442,5.418166474549822
Kentucky,21,2016,April,4,4441,848442,5.23430004643806
Kentucky,21,2016,May,5,4602,848442,5.424059629296994
Kentucky,21,2016,June,6,4667,848442,5.500670641010228
Kentucky,21,2016,July,7,4827,848442,5.689251592919728
Kentucky,21,2016,August,8,5063,848442,5.96740849698624
Kentucky,21,2016,September,9,4840,848442,5.704573795262375
Kentucky,21,2016,October,10,4696,848442,5.534850938543825
Kentucky,21,2016,November,11,4552,848442,5.365128081825275
Kentucky,21,2016,December,12,4458,848442,5.254336772578444
Kentucky,21,2017,January,1,4317,848472,5.087969903544254
Kentucky,21,2017,February,2,4039,848472,4.760322084877285
Kentucky,21,2017,March,3,4550,848472,5.362581204801101
Kentucky,21,2017,April,4,4200,848472,4.9500749582779395
Kentucky,21,2017,May,5,4592,848472,5.412081954383881
Kentucky,21,2017,June,6,4509,848472,5.3142590444941025
Kentucky,21,2017,July,7,4807,848472,5.66547864867668
Kentucky,21,2017,August,8,5095,848472,6.004912360101453
Kentucky,21,2017,September,9,4946,848472,5.8293025580101645
Kentucky,21,2017,October,10,4729,848472,5.573548685165804
Kentucky,21,2017,November,11,4469,848472,5.267115473462884
Kentucky,21,2017,December,12,4499,848472,5.302473151736297
Kentucky,21,2018,January,1,4505,849729,5.301690303614446
Kentucky,21,2018,February,2,4024,849729,4.7356274765248685
Kentucky,21,2018,March,3,4545,849729,5.348764135389048
Kentucky,21,2018,April,4,4160,849729,4.8956785045585125
Kentucky,21,2018,May,5,4540,849729,5.342879906417222
Kentucky,21,2018,June,6,4386,849729,5.161645654085008
Kentucky,21,2018,July,7,4815,849729,5.666512499867605
Kentucky,21,2018,August,8,4958,849729,5.834801448461803
Kentucky,21,2018,September,9,4526,849729,5.326404065296112
Kentucky,21,2018,October,10,4606,849729,5.4205517288453144
Kentucky,21,2018,November,11,4369,849729,5.141639275580803
Kentucky,21,2018,December,12,4488,849729,5.281683925110241
Kentucky,21,2019,January,1,4415,848023,5.206226717907415
Kentucky,21,2019,February,2,3946,848023,4.653175680376593
Kentucky,21,2019,March,3,4318,848023,5.091843027842406
Kentucky,21,2019,April,4,4188,848023,4.938545298889299
Kentucky,21,2019,May,5,4451,848023,5.248678396694429
Kentucky,21,2019,June,6,4202,848023,4.955054285084249
Kentucky,21,2019,July,7,4865,848023,5.7368727027450905
Kentucky,21,2019,August,8,4947,848023,5.833568193315512
Kentucky,21,2019,September,9,4728,848023,5.57532048069451
Kentucky,21,2019,October,10,4603,848023,5.4279188182396
Kentucky,21,2019,November,11,4151,848023,4.894914406802646
Kentucky,21,2019,December,12,4255,848023,5.01755258996513
Kentucky,21,2020,January,1,4309,849611,5.0717328283179
Kentucky,21,2020,February,2,4067,849611,4.786896591498933
Kentucky,21,2020,March,3,4245,849611,4.996404236762471
Kentucky,21,2020,April,4,4092,849611,4.816321822575273
Kentucky,21,2020,May,5,4181,849611,4.921075645207042
Kentucky,21,2020,June,6,4333,849611,5.099981050151187
Kentucky,21,2020,July,7,4659,849611,5.4836860633866555
Kentucky,21,2020,August,8,4544,849611,5.348330000435493
Kentucky,21,2020,September,9,4499,849611,5.295364584498082
Kentucky,21,2020,October,10,4409,849611,5.189433752623259
Kentucky,21,2020,November,11,4061,849611,4.779834536040611
Kentucky,21,2020,December,12,4269,849611,5.0246524585957575
Louisiana,22,2010,January,1,5046,928335,5.435537817705892
Louisiana,22,2010,February,2,4655,928335,5.014353654661302
Louisiana,22,2010,March,3,5193,928335,5.593885827853092
Louisiana,22,2010,April,4,4711,928335,5.07467670614595
Louisiana,22,2010,May,5,4745,928335,5.111301415975914
Louisiana,22,2010,June,6,5120,928335,5.515250421453462
Louisiana,22,2010,July,7,5358,928335,5.771623390263213
Louisiana,22,2010,August,8,5540,928335,5.967673307588317
Louisiana,22,2010,September,9,5706,928335,6.146488067346378
Louisiana,22,2010,October,10,5352,928335,5.7651602061755725
Louisiana,22,2010,November,11,5303,928335,5.712377536126506
Louisiana,22,2010,December,12,5650,928335,6.086165015861731
Louisiana,22,2011,January,1,5030,932079,5.396538276261991
Louisiana,22,2011,February,2,4726,932079,5.070385664734427
Louisiana,22,2011,March,3,5044,932079,5.4115584623191815
Louisiana,22,2011,April,4,4641,932079,4.979191677958628
Louisiana,22,2011,May,5,4878,932079,5.233461970498209
Louisiana,22,2011,June,6,5058,932079,5.426578648376371
Louisiana,22,2011,July,7,5381,932079,5.773115798124408
Louisiana,22,2011,August,8,5774,932079,6.194753878158396
Louisiana,22,2011,September,9,5517,932079,5.919026176965686
Louisiana,22,2011,October,10,5291,932079,5.676557459185327
Louisiana,22,2011,November,11,5271,932079,5.655100050532197
Louisiana,22,2011,December,12,5277,932079,5.661537273128136
Louisiana,22,2012,January,1,5128,934760,5.485900124096025
Louisiana,22,2012,February,2,4970,934760,5.316872780178869
Louisiana,22,2012,March,3,5034,934760,5.385339552398476
Louisiana,22,2012,April,4,4634,934760,4.9574222260259315
Louisiana,22,2012,May,5,4993,934760,5.341478026445291
Louisiana,22,2012,June,6,5002,934760,5.351106166288673
Louisiana,22,2012,July,7,5596,934760,5.986563395951902
Louisiana,22,2012,August,8,5719,934760,6.1181479738114595
Louisiana,22,2012,September,9,5505,934760,5.889212204202148
Louisiana,22,2012,October,10,5572,934760,5.96088835636955
Louisiana,22,2012,November,11,5172,934760,5.532971029997005
Louisiana,22,2012,December,12,5317,934760,5.688091060807052
Louisiana,22,2013,January,1,5326,938719,5.6736893575180645
Louisiana,22,2013,February,2,4615,938719,4.9162741992012515
Louisiana,22,2013,March,3,4885,938719,5.2039002086886494
Louisiana,22,2013,April,4,4826,938719,5.1410485992080694
Louisiana,22,2013,May,5,5074,938719,5.405238415329827
Louisiana,22,2013,June,6,4903,938719,5.223075275987809
Louisiana,22,2013,July,7,5620,938719,5.9868821234043414
Louisiana,22,2013,August,8,5653,938719,6.022036413452801
Louisiana,22,2013,September,9,5604,938719,5.9698376191384215
Louisiana,22,2013,October,10,5583,938719,5.947466707289402
Louisiana,22,2013,November,11,5240,938719,5.582075147088745
Louisiana,22,2013,December,12,5872,938719,6.255333065592579
Louisiana,22,2014,January,1,5459,942656,5.791083916083916
Louisiana,22,2014,February,2,4883,942656,5.180044470093014
Louisiana,22,2014,March,3,5130,942656,5.442070065856473
Louisiana,22,2014,April,4,5054,942656,5.361446805621563
Louisiana,22,2014,May,5,5086,942656,5.395393441509946
Louisiana,22,2014,June,6,5022,942656,5.327500169733179
Louisiana,22,2014,July,7,5609,942656,5.950208771810714
Louisiana,22,2014,August,8,5548,942656,5.885497997148483
Louisiana,22,2014,September,9,5743,942656,6.092360309593319
