State,State Code,Year,Month,Month Code,Births,Female Population,Fertility
Nebraska,31,2013,January,1,2111,361532,5.839040527532832
Nebraska,31,2013,February,2,1920,361532,5.310733213104235
Nebraska,31,2013,March,3,2109,361532,5.833508513769182
Nebraska,31,2013,April,4,2051,361532,5.673080114623326
Nebraska,31,2013,May,5,2262,361532,6.2567075666884255
Nebraska,31,2013,June,6,2218,361532,6.1350032638881205
Nebraska,31,2013,July,7,2380,361532,6.58309637874379
Nebraska,31,2013,August,8,2277,361532,6.298197669915803
Nebraska,31,2013,September,9,2297,361532,6.353517807552305
Nebraska,31,2013,October,10,2152,361532,5.952446809687663
Nebraska,31,2013,November,11,2168,361532,5.996702919796864
Nebraska,31,2013,December,12,2150,361532,5.9469147959240125
Nebraska,31,2014,January,1,2076,364075,5.70212181555998
Nebraska,31,2014,February,2,1965,364075,5.397239579756918
Nebraska,31,2014,March,3,2205,364075,6.0564444139257025
Nebraska,31,2014,April,4,2235,364075,6.1388450181968
Nebraska,31,2014,May,5,2346,364075,6.443727253999863
Nebraska,31,2014,June,6,2219,364075,6.094898029252215
Nebraska,31,2014,July,7,2382,364075,6.54260797912518
Nebraska,31,2014,August,8,2413,364075,6.627755270205315
Nebraska,31,2014,September,9,2302,364075,6.322873034402252
Nebraska,31,2014,October,10,2397,364075,6.583808281260729
Nebraska,31,2014,November,11,2086,364075,5.729588683650347
Nebraska,31,2014,December,12,2168,364075,5.954817001991348
Nebraska,31,2015,January,1,2158,366370,5.890220269126839
Nebraska,31,2015,February,2,1988,366370,5.426208477768376
Nebraska,31,2015,March,3,2247,366370,6.133144089308622
Nebraska,31,2015,April,4,2217,366370,6.051259655539482
Nebraska,31,2015,May,5,2271,366370,6.198651636323935
Nebraska,31,2015,June,6,2240,366370,6.114037721429156
Nebraska,31,2015,July,7,2385,366370,6.509812484646669
Nebraska,31,2015,August,8,2378,366370,6.490706116767202
Nebraska,31,2015,September,9,2286,366370,6.239593853208505
Nebraska,31,2015,October,10,2212,366370,6.037612249911292
Nebraska,31,2015,November,11,2054,366370,5.606354232060485
Nebraska,31,2015,December,12,2243,366370,6.1222261648060705
Nebraska,31,2016,January,1,2069,368163,5.619793406724739
Nebraska,31,2016,February,2,2021,368163,5.489416372639293
Nebraska,31,2016,March,3,2249,368163,6.108707284545161
Nebraska,31,2016,April,4,2223,368163,6.038086391082211
Nebraska,31,2016,May,5,2268,368163,6.160314860537317
Nebraska,31,2016,June,6,2176,368163,5.910425545206879
Nebraska,31,2016,July,7,2309,368163,6.271678577151968
Nebraska,31,2016,August,8,2367,368163,6.429217493338548
Nebraska,31,2016,September,9,2366,368163,6.4265013051284345
Nebraska,31,2016,October,10,2242,368163,6.089693967074367
Nebraska,31,2016,November,11,2169,368163,5.891412227736084
Nebraska,31,2016,December,12,2130,368163,5.7854808875416595
Nebraska,31,2017,January,1,2047,370172,5.529861793976854
Nebraska,31,2017,February,2,1892,370172,5.1111375252585285
Nebraska,31,2017,March,3,2133,370172,5.762186226943151
Nebraska,31,2017,April,4,2097,370172,5.664934138724701
Nebraska,31,2017,May,5,2210,370172,5.970197637854835
Nebraska,31,2017,June,6,2323,370172,6.275461136984969
Nebraska,31,2017,July,7,2178,370172,5.883751337216213
Nebraska,31,2017,August,8,2343,370172,6.329490074884108
Nebraska,31,2017,September,9,2172,370172,5.867542655846472
Nebraska,31,2017,October,10,2242,370172,6.056643938493457
Nebraska,31,2017,November,11,2052,370172,5.543369028451639
Nebraska,31,2017,December,12,2132,370172,5.759484780048194
Nebraska,31,2018,January,1,1960,372530,5.261321235873621
Nebraska,31,2018,February,2,1979,372530,5.312323839690763
Nebraska,31,2018,March,3,2140,372530,5.74450379835181
Nebraska,31,2018,April,4,1966,372530,5.277427321289561
Nebraska,31,2018,May,5,2247,372530,6.031728988269401
Nebraska,31,2018,June,6,2197,372530,5.897511609803237
Nebraska,31,2018,July,7,2289,372530,6.144471586180979
Nebraska,31,2018,August,8,2277,372530,6.112259415349099
Nebraska,31,2018,September,9,2059,372530,5.527071645236625
Nebraska,31,2018,October,10,2191,372530,5.881405524387298
Nebraska,31,2018,November,11,2065,372530,5.543177730652565
Nebraska,31,2018,December,12,2118,372530,5.685448151826699
Nebraska,31,2019,January,1,1952,373791,5.222169608150009
Nebraska,31,2019,February,2,1862,373791,4.981393345479158
Nebraska,31,2019,March,3,2049,373791,5.481672913473037
Nebraska,31,2019,April,4,2083,373791,5.57263283492647
Nebraska,31,2019,May,5,2173,373791,5.8134090975973205
Nebraska,31,2019,June,6,2033,373791,5.438868244553775
Nebraska,31,2019,July,7,2183,373791,5.84016201567186
Nebraska,31,2019,August,8,2200,373791,5.885641976398576
Nebraska,31,2019,September,9,2150,373791,5.751877386025881
Nebraska,31,2019,October,10,2133,373791,5.706397425299165
Nebraska,31,2019,November,11,1968,373791,5.264974277069271
Nebraska,31,2019,December,12,1969,373791,5.267649568876725
Nebraska,31,2020,January,1,2050,375516,5.459154869566143
Nebraska,31,2020,February,2,1824,375516,4.857316332726168
Nebraska,31,2020,March,3,2162,375516,5.757411135610733
Nebraska,31,2020,April,4,1992,375516,5.304700731793052
Nebraska,31,2020,May,5,2039,375516,5.429861843436765
Nebraska,31,2020,June,6,2024,375516,5.389916807805792
Nebraska,31,2020,July,7,2143,375516,5.706814090478169
Nebraska,31,2020,August,8,2129,375516,5.669532057222595
Nebraska,31,2020,September,9,2041,375516,5.43518784818756
Nebraska,31,2020,October,10,2093,375516,5.573663971708263
Nebraska,31,2020,November,11,1857,375516,4.945195411114307
Nebraska,31,2020,December,12,1937,375516,5.158235601146156
Nevada,32,2010,January,1,2874,549924,5.226176708054203
Nevada,32,2010,February,2,2727,549924,4.958867043446004
Nevada,32,2010,March,3,2984,549924,5.426204348237211
Nevada,32,2010,April,4,2903,549924,5.278911267738815
Nevada,32,2010,May,5,3014,549924,5.480757341014395
Nevada,32,2010,June,6,2979,549924,5.417112182774347
Nevada,32,2010,July,7,3170,549924,5.76443290345575
Nevada,32,2010,August,8,3134,549924,5.69896931212313
Nevada,32,2010,September,9,3191,549924,5.802619998399779
Nevada,32,2010,October,10,3012,549924,5.477120474829249
Nevada,32,2010,November,11,2929,549924,5.326190528145707
Nevada,32,2010,December,12,3017,549924,5.486212640292113
Nevada,32,2011,January,1,2912,549361,5.300703908723044
Nevada,32,2011,February,2,2643,549361,4.811044103968065
Nevada,32,2011,March,3,3000,549361,5.460890015854784
Nevada,32,2011,April,4,2902,549361,5.282500942003527
Nevada,32,2011,May,5,2973,549361,5.411742005712091
Nevada,32,2011,June,6,2964,549361,5.395359335664526
Nevada,32,2011,July,7,2935,549361,5.34257073217793
Nevada,32,2011,August,8,3188,549361,5.803105790181684
Nevada,32,2011,September,9,3054,549361,5.55918603614017
Nevada,32,2011,October,10,3001,549361,5.4627103125267356
Nevada,32,2011,November,11,2902,549361,5.282500942003527
Nevada,32,2011,December,12,2822,549361,5.1368772082474
Nevada,32,2012,January,1,2829,554337,5.103393783925663
Nevada,32,2012,February,2,2633,554337,4.749818251352517
Nevada,32,2012,March,3,2881,554337,5.197199537465477
Nevada,32,2012,April,4,2724,554337,4.913978320047192
Nevada,32,2012,May,5,2977,554337,5.370379390154365
Nevada,32,2012,June,6,2757,554337,4.9735088944089965
Nevada,32,2012,July,7,3077,554337,5.550775070038623
Nevada,32,2012,August,8,3256,554337,5.873683337031445
Nevada,32,2012,September,9,3026,554337,5.458773273297651
Nevada,32,2012,October,10,3015,554337,5.4389297485103825
Nevada,32,2012,November,11,2860,554337,5.159316444689782
Nevada,32,2012,December,12,2876,554337,5.188179753471264
Nevada,32,2013,January,1,2931,557449,5.2578800930668095
Nevada,32,2013,February,2,2556,557449,4.585172814015273
Nevada,32,2013,March,3,2911,557449,5.222002371517394
Nevada,32,2013,April,4,2773,557449,4.974446092826429
Nevada,32,2013,May,5,2862,557449,5.134101953721327
Nevada,32,2013,June,6,2942,557449,5.277612839918988
Nevada,32,2013,July,7,3196,557449,5.733259903596562
Nevada,32,2013,August,8,3156,557449,5.661504460497731
Nevada,32,2013,September,9,3037,557449,5.4480320172787104
Nevada,32,2013,October,10,2944,557449,5.281200612073929
Nevada,32,2013,November,11,2778,557449,4.9834155232137824
Nevada,32,2013,December,12,2944,557449,5.281200612073929
Nevada,32,2014,January,1,2929,566250,5.172626931567329
Nevada,32,2014,February,2,2675,566250,4.7240618101545255
Nevada,32,2014,March,3,2889,566250,5.101986754966887
Nevada,32,2014,April,4,2813,566250,4.967770419426048
Nevada,32,2014,May,5,3003,566250,5.303311258278145
Nevada,32,2014,June,6,2861,566250,5.052538631346579
Nevada,32,2014,July,7,3239,566250,5.720088300220751
Nevada,32,2014,August,8,3178,566250,5.612362030905078
Nevada,32,2014,September,9,3149,566250,5.561147902869757
Nevada,32,2014,October,10,3064,566250,5.411037527593819
Nevada,32,2014,November,11,2958,566250,5.223841059602649
Nevada,32,2014,December,12,3103,566250,5.479911699779249
Nevada,32,2015,January,1,3109,573825,5.418028144469132
Nevada,32,2015,February,2,2599,573825,4.529255435019388
Nevada,32,2015,March,3,3002,573825,5.231560144643402
Nevada,32,2015,April,4,2864,573825,4.991068705615824
Nevada,32,2015,May,5,2981,573825,5.194963621313118
Nevada,32,2015,June,6,2984,573825,5.2001916960745875
Nevada,32,2015,July,7,3185,573825,5.550472705093016
Nevada,32,2015,August,8,3304,573825,5.757853003964623
Nevada,32,2015,September,9,3147,573825,5.484250424781075
Nevada,32,2015,October,10,3117,573825,5.431969677166384
Nevada,32,2015,November,11,2948,573825,5.137454798936958
Nevada,32,2015,December,12,3058,573825,5.329150873524158
Nevada,32,2016,January,1,2910,579645,5.020314157803483
Nevada,32,2016,February,2,2824,579645,4.871947485098638
Nevada,32,2016,March,3,2919,579645,5.035840902621432
Nevada,32,2016,April,4,2873,579645,4.956481984663027
Nevada,32,2016,May,5,2979,579645,5.139352534741091
Nevada,32,2016,June,6,3078,579645,5.3101467277385295
Nevada,32,2016,July,7,3150,579645,5.434360686282121
Nevada,32,2016,August,8,3295,579645,5.6845137972379645
Nevada,32,2016,September,9,3256,579645,5.617231236360186
Nevada,32,2016,October,10,3052,579645,5.2652916871533435
Nevada,32,2016,November,11,2904,579645,5.009962994591517
Nevada,32,2016,December,12,3020,579645,5.210085483356192
Nevada,32,2017,January,1,2986,589149,5.068327367100682
Nevada,32,2017,February,2,2668,589149,4.528565778775827
Nevada,32,2017,March,3,2873,589149,4.8765252932619765
Nevada,32,2017,April,4,2768,589149,4.698302127305656
Nevada,32,2017,May,5,3025,589149,5.134524543027315
Nevada,32,2017,June,6,3058,589149,5.190537538042159
Nevada,32,2017,July,7,3102,589149,5.265221531395284
Nevada,32,2017,August,8,3148,589149,5.343300251719005
Nevada,32,2017,September,9,3162,589149,5.367063340513181
Nevada,32,2017,October,10,3085,589149,5.236366352145213
Nevada,32,2017,November,11,2948,589149,5.003827554659348
Nevada,32,2017,December,12,2933,589149,4.978367102379873
Nevada,32,2018,January,1,2899,594292,4.878073404992832
Nevada,32,2018,February,2,2666,594292,4.486010244122418
Nevada,32,2018,March,3,2934,594292,4.9369670128489025
Nevada,32,2018,April,4,2766,594292,4.654277695139763
Nevada,32,2018,May,5,2949,594292,4.962207130501504
Nevada,32,2018,June,6,3005,594292,5.0564369030712175
Nevada,32,2018,July,7,3141,594292,5.285280636454806
Nevada,32,2018,August,8,3309,594292,5.567969954163947
Nevada,32,2018,September,9,2946,594292,4.957159106970984
Nevada,32,2018,October,10,3090,594292,5.1994642364359605
Nevada,32,2018,November,11,2967,594292,4.992495271684627
Nevada,32,2018,December,12,3010,594292,5.064850275622085
Nevada,32,2019,January,1,2954,601516,4.910925062674974
Nevada,32,2019,February,2,2601,601516,4.324074505083821
Nevada,32,2019,March,3,2813,601516,4.676517332872276
Nevada,32,2019,April,4,2691,601516,4.473696460277034
Nevada,32,2019,May,5,2841,601516,4.723066385599053
Nevada,32,2019,June,6,2898,601516,4.8178269572214205
Nevada,32,2019,July,7,3113,601516,5.175257183516315
Nevada,32,2019,August,8,3302,601516,5.48946328942206
Nevada,32,2019,September,9,3105,601516,5.161957454165807
Nevada,32,2019,October,10,3038,601516,5.050572220855305
Nevada,32,2019,November,11,2740,601516,4.555157302548893
Nevada,32,2019,December,12,2976,601516,4.9474993183888705
Nevada,32,2020,January,1,2761,613820,4.49806132090841
Nevada,32,2020,February,2,2619,613820,4.266723143592584
Nevada,32,2020,March,3,2821,613820,4.595809846534815
Nevada,32,2020,April,4,2669,613820,4.348180248281255
Nevada,32,2020,May,5,2739,613820,4.462220194845394
Nevada,32,2020,June,6,2747,613820,4.475253331595582
Nevada,32,2020,July,7,3070,613820,5.001466227884396
Nevada,32,2020,August,8,2955,613820,4.814114887100453
Nevada,32,2020,September,9,2924,613820,4.763611482193477
Nevada,32,2020,October,10,2910,613820,4.740803492880649
Nevada,32,2020,November,11,2673,613820,4.3546968166563484
Nevada,32,2020,December,12,2765,613820,4.504577889283503
New Hampshire,33,2010,January,1,1025,250133,4.097819959781396
New Hampshire,33,2010,February,2,919,250133,3.6740454078430274
New Hampshire,33,2010,March,3,1089,250133,4.353683840197015
New Hampshire,33,2010,April,4,1060,250133,4.2377455193836875
New Hampshire,33,2010,May,5,1072,250133,4.285719996961617
New Hampshire,33,2010,June,6,1137,250133,4.545581750508729
New Hampshire,33,2010,July,7,1186,250133,4.7414775339519375
New Hampshire,33,2010,August,8,1137,250133,4.545581750508729
New Hampshire,33,2010,September,9,1068,250133,4.269728504435641
New Hampshire,33,2010,October,10,1082,250133,4.325698728276556
New Hampshire,33,2010,November,11,1055,250133,4.217756153726218
New Hampshire,33,2010,December,12,1044,250133,4.173779549279783
New Hampshire,33,2011,January,1,999,247411,4.037815618545658
New Hampshire,33,2011,February,2,990,247411,4.001438901261464
New Hampshire,33,2011,March,3,1071,247411,4.32882935681922
New Hampshire,33,2011,April,4,1079,247411,4.361164216627393
New Hampshire,33,2011,May,5,1114,247411,4.502629228288152
New Hampshire,33,2011,June,6,1168,247411,4.720889531993323
New Hampshire,33,2011,July,7,1116,247411,4.510712943240195
New Hampshire,33,2011,August,8,1146,247411,4.631968667520846
New Hampshire,33,2011,September,9,1129,247411,4.563257090428477
New Hampshire,33,2011,October,10,1031,247411,4.167155057778353
New Hampshire,33,2011,November,11,990,247411,4.001438901261464
New Hampshire,33,2011,December,12,1018,247411,4.114610910590071
New Hampshire,33,2012,January,1,894,245727,3.6381838381618627
New Hampshire,33,2012,February,2,937,245727,3.813174783397836
New Hampshire,33,2012,March,3,959,245727,3.902705034448799
New Hampshire,33,2012,April,4,1011,245727,4.114321991478348
New Hampshire,33,2012,May,5,1071,245727,4.35849540343552
New Hampshire,33,2012,June,6,1066,245727,4.338147619105755
New Hampshire,33,2012,July,7,1141,245727,4.64336438405222
New Hampshire,33,2012,August,8,1143,245727,4.651503497784126
New Hampshire,33,2012,September,9,1071,245727,4.35849540343552
New Hampshire,33,2012,October,10,1132,245727,4.606738372258644
New Hampshire,33,2012,November,11,948,245727,3.8579399089233175
New Hampshire,33,2012,December,12,979,245727,3.984096171767856
New Hampshire,33,2013,January,1,953,244043,3.905049519961646
New Hampshire,33,2013,February,2,951,244043,3.896854242899817
New Hampshire,33,2013,March,3,990,244043,4.056662145605488
New Hampshire,33,2013,April,4,1084,244043,4.441840167511463
New Hampshire,33,2013,May,5,1102,244043,4.515597661067926
New Hampshire,33,2013,June,6,1103,244043,4.519695299598841
New Hampshire,33,2013,July,7,1102,244043,4.515597661067926
New Hampshire,33,2013,August,8,1095,244043,4.4869141913515245
New Hampshire,33,2013,September,9,1015,244043,4.159103108878353
New Hampshire,33,2013,October,10,1054,244043,4.318911011584024
New Hampshire,33,2013,November,11,955,244043,3.9132447970234754
New Hampshire,33,2013,December,12,992,244043,4.064857422667317
New Hampshire,33,2014,January,1,972,243625,3.9897383273473577
New Hampshire,33,2014,February,2,886,243625,3.6367367880964596
New Hampshire,33,2014,March,3,949,243625,3.8953309389430477
New Hampshire,33,2014,April,4,1001,243625,4.108773730118009
New Hampshire,33,2014,May,5,1098,243625,4.506926629040533
New Hampshire,33,2014,June,6,1098,243625,4.506926629040533
New Hampshire,33,2014,July,7,1132,243625,4.64648537711647
New Hampshire,33,2014,August,8,1154,243625,4.736788096459723
New Hampshire,33,2014,September,9,1039,243625,4.264751154438174
New Hampshire,33,2014,October,10,1009,243625,4.141611082606465
New Hampshire,33,2014,November,11,972,243625,3.9897383273473577
New Hampshire,33,2014,December,12,992,243625,4.071831708568497
New Hampshire,33,2015,January,1,1003,242336,4.13888155288525
New Hampshire,33,2015,February,2,859,242336,3.544665258153968
New Hampshire,33,2015,March,3,1015,242336,4.188399577446191
New Hampshire,33,2015,April,4,1068,242336,4.407104185923676
New Hampshire,33,2015,May,5,1047,242336,4.320447642942031
New Hampshire,33,2015,June,6,1087,242336,4.485507724811831
New Hampshire,33,2015,July,7,1125,242336,4.642314802588142
New Hampshire,33,2015,August,8,1182,242336,4.877525419252608
New Hampshire,33,2015,September,9,1079,242336,4.452495708437872
New Hampshire,33,2015,October,10,1031,242336,4.25442361019411
New Hampshire,33,2015,November,11,1009,242336,4.1636405651657205
New Hampshire,33,2015,December,12,928,242336,3.829393899379374
New Hampshire,33,2016,January,1,972,240876,4.03527125990136
New Hampshire,33,2016,February,2,940,240876,3.902422823361398
New Hampshire,33,2016,March,3,1017,240876,4.222089373785682
New Hampshire,33,2016,April,4,1054,240876,4.3756953785350134
New Hampshire,33,2016,May,5,996,240876,4.134907587306332
New Hampshire,33,2016,June,6,1055,240876,4.379846892176888
New Hampshire,33,2016,July,7,1090,240876,4.525149869642472
New Hampshire,33,2016,August,8,1114,240876,4.6247861970474435
New Hampshire,33,2016,September,9,1145,240876,4.753483119945532
New Hampshire,33,2016,October,10,1015,240876,4.2137863465019345
New Hampshire,33,2016,November,11,948,240876,3.9356349324963884
New Hampshire,33,2016,December,12,921,240876,3.823544064165795
New Hampshire,33,2017,January,1,931,241346,3.857532339462846
New Hampshire,33,2017,February,2,895,241346,3.7083688977650344
New Hampshire,33,2017,March,3,963,241346,3.990122065416456
New Hampshire,33,2017,April,4,992,241346,4.110281504561915
New Hampshire,33,2017,May,5,1086,241346,4.499763824550645
New Hampshire,33,2017,June,6,1108,241346,4.590919261143752
New Hampshire,33,2017,July,7,1093,241346,4.528767827102997
New Hampshire,33,2017,August,8,1088,241346,4.508050682422746
New Hampshire,33,2017,September,9,1054,241346,4.367174098597035
New Hampshire,33,2017,October,10,1025,241346,4.247014659451576
New Hampshire,33,2017,November,11,962,241346,3.9859786364804055
New Hampshire,33,2017,December,12,919,241346,3.807811192230242
New Hampshire,33,2018,January,1,982,244498,4.016392772129016
New Hampshire,33,2018,February,2,861,244498,3.521501198373811
New Hampshire,33,2018,March,3,1011,244498,4.135003149310015
New Hampshire,33,2018,April,4,993,244498,4.061382915197671
New Hampshire,33,2018,May,5,1037,244498,4.24134348747229
New Hampshire,33,2018,June,6,981,244498,4.0123027591227745
New Hampshire,33,2018,July,7,1094,244498,4.474474228828048
New Hampshire,33,2018,August,8,1099,244498,4.494924293859254
New Hampshire,33,2018,September,9,1060,244498,4.335413786615842
New Hampshire,33,2018,October,10,1030,244498,4.212713396428601
New Hampshire,33,2018,November,11,971,244498,3.9714026290603606
New Hampshire,33,2018,December,12,876,244498,3.5828513934674313
New Hampshire,33,2019,January,1,904,245728,3.678864435473369
New Hampshire,33,2019,February,2,862,245728,3.5079437426748274
New Hampshire,33,2019,March,3,965,245728,3.9271063940617266
New Hampshire,33,2019,April,4,995,245728,4.049192603203542
New Hampshire,33,2019,May,5,1020,245728,4.1509311108217215
New Hampshire,33,2019,June,6,986,245728,4.012566740460998
New Hampshire,33,2019,July,7,1095,245728,4.45614663367626
New Hampshire,33,2019,August,8,1098,245728,4.468355254590441
New Hampshire,33,2019,September,9,1009,245728,4.1061661674697225
New Hampshire,33,2019,October,10,1055,245728,4.293365021487173
New Hampshire,33,2019,November,11,907,245728,3.6910730563875505
New Hampshire,33,2019,December,12,943,245728,3.837576507357729
New Hampshire,33,2020,January,1,911,247298,3.6838146689419244
New Hampshire,33,2020,February,2,857,247298,3.4654546336808223
New Hampshire,33,2020,March,3,1018,247298,4.116491035107441
New Hampshire,33,2020,April,4,985,247298,3.983048791336768
New Hampshire,33,2020,May,5,1010,247298,4.0841414002539445
New Hampshire,33,2020,June,6,1007,247298,4.0720102871838835
New Hampshire,33,2020,July,7,1163,247298,4.702828166827067
New Hampshire,33,2020,August,8,1054,247298,4.262064391948176
New Hampshire,33,2020,September,9,1012,247298,4.0922288089673184
New Hampshire,33,2020,October,10,1018,247298,4.116491035107441
New Hampshire,33,2020,November,11,894,247298,3.615071694878244
New Hampshire,33,2020,December,12,862,247298,3.4856731554642577
New Jersey,34,2010,January,1,8635,1738419,4.967156939725118
New Jersey,34,2010,February,2,7878,1738419,4.53170380673474
New Jersey,34,2010,March,3,9178,1738419,5.279509715436842
New Jersey,34,2010,April,4,8768,1738419,5.043663236538487
New Jersey,34,2010,May,5,8798,1738419,5.060920295970074
New Jersey,34,2010,June,6,8962,1738419,5.155258887529416
New Jersey,34,2010,July,7,9453,1738419,5.437699426893056
New Jersey,34,2010,August,8,9241,1738419,5.315749540243175
New Jersey,34,2010,September,9,9302,1738419,5.350838894420735
New Jersey,34,2010,October,10,8975,1738419,5.1627369466164375
New Jersey,34,2010,November,11,8588,1738419,4.9401208799489655
New Jersey,34,2010,December,12,9144,1738419,5.259951714747711
New Jersey,34,2011,January,1,8499,1726489,4.922707297874473
New Jersey,34,2011,February,2,7926,1726489,4.590819866214034
New Jersey,34,2011,March,3,8848,1726489,5.1248516497933085
New Jersey,34,2011,April,4,8448,1726489,4.893167578826161
New Jersey,34,2011,May,5,9150,1726489,5.299773123373505
New Jersey,34,2011,June,6,9090,1726489,5.265020512728433
New Jersey,34,2011,July,7,9422,1726489,5.457318291631166
New Jersey,34,2011,August,8,9515,1726489,5.511184838131028
New Jersey,34,2011,September,9,9146,1726489,5.297456282663834
New Jersey,34,2011,October,10,8882,1726489,5.144544795825516
New Jersey,34,2011,November,11,8437,1726489,4.886796266874565
New Jersey,34,2011,December,12,8520,1726489,4.934870711600247
New Jersey,34,2012,January,1,8254,1726967,4.779477546473094
New Jersey,34,2012,February,2,8083,1726967,4.680460020370974
New Jersey,34,2012,March,3,8388,1726967,4.8570702277461
New Jersey,34,2012,April,4,8198,1726967,4.7470507542993
New Jersey,34,2012,May,5,8952,1726967,5.183654348925023
New Jersey,34,2012,June,6,8700,1726967,5.037733784142951
New Jersey,34,2012,July,7,9097,1726967,5.267616578660739
New Jersey,34,2012,August,8,9567,1726967,5.539770012976508
New Jersey,34,2012,September,9,8914,1726967,5.161650454235663
New Jersey,34,2012,October,10,8887,1726967,5.146016108009013
New Jersey,34,2012,November,11,8733,1726967,5.05684242953108
New Jersey,34,2012,December,12,8457,1726967,4.8970246681030964
New Jersey,34,2013,January,1,8392,1721051,4.876090249504518
New Jersey,34,2013,February,2,7534,1721051,4.377557666797788
New Jersey,34,2013,March,3,8292,1721051,4.817986218886018
New Jersey,34,2013,April,4,8287,1721051,4.815081017355093
New Jersey,34,2013,May,5,8795,1721051,5.110249492897073
New Jersey,34,2013,June,6,8491,1721051,4.933613239816832
New Jersey,34,2013,July,7,9342,1721051,5.428078540380268
New Jersey,34,2013,August,8,9183,1721051,5.3356931316968526
New Jersey,34,2013,September,9,8695,1721051,5.052145462278573
New Jersey,34,2013,October,10,8783,1721051,5.103277009222853
New Jersey,34,2013,November,11,8261,1721051,4.799973969394283
New Jersey,34,2013,December,12,8520,1721051,4.950463408696198
New Jersey,34,2014,January,1,8525,1723218,4.947139595802737
New Jersey,34,2014,February,2,7688,1723218,4.461420435487558
New Jersey,34,2014,March,3,8363,1723218,4.853129435741734
New Jersey,34,2014,April,4,8358,1723218,4.8502278875917035
New Jersey,34,2014,May,5,8953,1723218,5.195512117445384
New Jersey,34,2014,June,6,8641,1723218,5.014455512883454
New Jersey,34,2014,July,7,9327,1723218,5.4125479190676975
New Jersey,34,2014,August,8,9133,1723218,5.299967850846498
New Jersey,34,2014,September,9,9038,1723218,5.24483843599591
New Jersey,34,2014,October,10,8726,1723218,5.06378183143398
New Jersey,34,2014,November,11,8004,1723218,4.644798278569514
New Jersey,34,2014,December,12,8549,1723218,4.961067026922885
New Jersey,34,2015,January,1,8472,1718587,4.929631144655464
New Jersey,34,2015,February,2,7623,1718587,4.435620658133688
New Jersey,34,2015,March,3,8290,1718587,4.823730192303328
New Jersey,34,2015,April,4,8362,1718587,4.865625074552525
New Jersey,34,2015,May,5,8775,1718587,5.105938774120833
New Jersey,34,2015,June,6,8788,1718587,5.113503127860271
New Jersey,34,2015,July,7,9315,1718587,5.420150390989807
New Jersey,34,2015,August,8,9234,1718587,5.373018648459461
New Jersey,34,2015,September,9,9060,1718587,5.271772683023903
New Jersey,34,2015,October,10,8605,1718587,5.007020302143563
New Jersey,34,2015,November,11,8155,1718587,4.745177288086085
New Jersey,34,2015,December,12,8448,1718587,4.915666183905732
New Jersey,34,2016,January,1,8180,1707272,4.791269346653609
New Jersey,34,2016,February,2,7920,1707272,4.638979611918898
New Jersey,34,2016,March,3,8505,1707272,4.981631515071998
New Jersey,34,2016,April,4,8118,1707272,4.75495410221687
New Jersey,34,2016,May,5,8704,1707272,5.09819173511895
New Jersey,34,2016,June,6,8766,1707272,5.134506979555689
New Jersey,34,2016,July,7,9137,1707272,5.351812716427142
New Jersey,34,2016,August,8,9006,1707272,5.275082119310807
New Jersey,34,2016,September,9,8862,1707272,5.190737035457736
New Jersey,34,2016,October,10,8540,1707272,5.002132056286286
New Jersey,34,2016,November,11,8352,1707272,4.89201486347811
New Jersey,34,2016,December,12,8557,1707272,5.01208946201894
New Jersey,34,2017,January,1,8020,1715123,4.676049472836642
New Jersey,34,2017,February,2,7509,1715123,4.378111657298048
New Jersey,34,2017,March,3,8496,1715123,4.953580588680812
New Jersey,34,2017,April,4,7782,1715123,4.537283914914557
New Jersey,34,2017,May,5,8531,1715123,4.973987288375236
New Jersey,34,2017,June,6,8652,1715123,5.044536164461674
New Jersey,34,2017,July,7,8920,1715123,5.200793179264694
New Jersey,34,2017,August,8,9175,1715123,5.349470562752642
New Jersey,34,2017,September,9,8735,1715123,5.092929195165595
New Jersey,34,2017,October,10,8640,1715123,5.0375395817093
New Jersey,34,2017,November,11,8502,1715123,4.957078880056999
New Jersey,34,2017,December,12,8288,1715123,4.832306487639662
New Jersey,34,2018,January,1,8205,1684843,4.86988995413816
New Jersey,34,2018,February,2,7468,1684843,4.432460472578157
New Jersey,34,2018,March,3,8515,1684843,5.0538833588648915
New Jersey,34,2018,April,4,8157,1684843,4.841400652761118
New Jersey,34,2018,May,5,8648,1684843,5.1328224647637795
New Jersey,34,2018,June,6,8619,1684843,5.1156101785151495
New Jersey,34,2018,July,7,8820,1684843,5.234909128031514
New Jersey,34,2018,August,8,9270,1684843,5.501996328441285
New Jersey,34,2018,September,9,8624,1684843,5.118577814075258
New Jersey,34,2018,October,10,8650,1684843,5.134009518987822
New Jersey,34,2018,November,11,8062,1684843,4.785015577119055
New Jersey,34,2018,December,12,8185,1684843,4.858019411897725
New Jersey,34,2019,January,1,8018,1674091,4.789464849879725
New Jersey,34,2019,February,2,7358,1674091,4.395221048318162
New Jersey,34,2019,March,3,7990,1674091,4.772739355268023
New Jersey,34,2019,April,4,8069,1674091,4.819929143636756
New Jersey,34,2019,May,5,8456,1674091,5.051099372734218
New Jersey,34,2019,June,6,8354,1674091,4.990170785220158
New Jersey,34,2019,July,7,8803,1674091,5.2583760381006766
New Jersey,34,2019,August,8,9109,1674091,5.441161800642856
New Jersey,34,2019,September,9,8785,1674091,5.247623934421725
