State,State Code,Year,Month Code,Deaths_Female,Deaths_Male,Pop_Female,Pop_Male,mor_female,mor_male
Alabama,1,2010,2010/01,2304,2169,2459548,2320188,93.675748552173,93.4838038986496
Alabama,1,2010,2010/02,2017,2056,2459548,2320188,82.00693786012715,88.61350890531284
Alabama,1,2010,2010/03,2060,2201,2459548,2320188,83.75522657008524,94.86300248083344
Alabama,1,2010,2010/04,1942,1901,2459548,2320188,78.95759708694443,81.93301577285979
Alabama,1,2010,2010/05,1938,1956,2459548,2320188,78.79496557904135,84.30351333598828
Alabama,1,2010,2010/06,1873,1933,2459548,2320188,76.15220357561633,83.31221435504364
Alabama,1,2010,2010/07,1951,1868,2459548,2320188,79.32351797972636,80.51071723498268
Alabama,1,2010,2010/08,1909,1952,2459548,2320188,77.61588714674403,84.13111351321531
Alabama,1,2010,2010/09,1890,1857,2459548,2320188,76.84338748420441,80.03661772235698
Alabama,1,2010,2010/10,1974,2005,2459548,2320188,80.25864915016905,86.41541116495732
Alabama,1,2010,2010/11,1893,1932,2459548,2320188,76.96536111513173,83.2691143993504
Alabama,1,2010,2010/12,2235,2222,2459548,2320188,90.8703550408449,95.7681015503916
Alabama,1,2011,2011/01,2308,2312,2473249,2329491,93.31854576712657,99.24914927767482
Alabama,1,2011,2011/02,2043,1987,2473249,2329491,82.60389471500848,85.29760363959338
Alabama,1,2011,2011/03,2072,2208,2473249,2329491,83.77644143391952,94.78465467348876
Alabama,1,2011,2011/04,2085,2054,2473249,2329491,84.3020658251555,88.17376843267478
Alabama,1,2011,2011/05,1997,2040,2473249,2329491,80.74399302294269,87.57277877441896
Alabama,1,2011,2011/06,1831,1979,2473249,2329491,74.03217387331401,84.9541809777329
Alabama,1,2011,2011/07,1916,2017,2473249,2329491,77.46894873908774,86.58543862157012
Alabama,1,2011,2011/08,1889,1931,2473249,2329491,76.37726731113608,82.89364500657011
Alabama,1,2011,2011/09,1798,1902,2473249,2329491,72.69789657248421,81.64873785732591
Alabama,1,2011,2011/10,2019,2024,2473249,2329491,81.6335112234959,86.88593345069803
Alabama,1,2011,2011/11,1998,1999,2473249,2329491,80.78442566842239,85.81273763238407
Alabama,1,2011,2011/12,2114,2158,2473249,2329491,85.47461254406653,92.63826303686085
Alabama,1,2012,2012/01,2171,2065,2483466,2338557,87.4181486680309,88.3023163429414
Alabama,1,2012,2012/02,2053,1992,2483466,2338557,82.66672465014621,85.1807332470408
Alabama,1,2012,2012/03,2041,2179,2483466,2338557,82.18352898731048,93.17711734201903
Alabama,1,2012,2012/04,1968,2079,2483466,2338557,79.24408870505978,88.90097611475795
Alabama,1,2012,2012/05,1990,1992,2483466,2338557,80.12994742025862,85.1807332470408
Alabama,1,2012,2012/06,1939,1973,2483466,2338557,78.07636585320677,84.36826641386119
Alabama,1,2012,2012/07,1996,2006,2483466,2338557,80.3715452516765,85.77939301885735
Alabama,1,2012,2012/08,1986,1993,2483466,2338557,79.96888219931338,85.22349465931342
Alabama,1,2012,2012/09,1938,1991,2483466,2338557,78.03609954797045,85.1379718347682
Alabama,1,2012,2012/10,2021,2076,2483466,2338557,81.37820288258426,88.77269187794012
Alabama,1,2012,2012/11,2048,2121,2483466,2338557,82.46539312396466,90.69695543020761
Alabama,1,2012,2012/12,2384,2299,2483466,2338557,95.9948716833651,98.30848681473233
Alabama,1,2013,2013/01,2464,2514,2488375,2345347,99.02044506957351,107.19096150804124
Alabama,1,2013,2013/02,2058,2089,2488375,2345347,82.7045762797006,89.06997557291096
Alabama,1,2013,2013/03,2236,2312,2488375,2345347,89.85783895112272,98.57816348710872
Alabama,1,2013,2013/04,2006,2152,2488375,2345347,80.61485909479077,91.75614525270674
Alabama,1,2013,2013/05,1961,2103,2488375,2345347,78.80644999246496,89.66690216842113
Alabama,1,2013,2013/06,1872,1975,2488375,2345347,75.2298186567539,84.20928758089954
Alabama,1,2013,2013/07,1888,2012,2488375,2345347,75.87280855980309,85.786879297605
Alabama,1,2013,2013/08,1869,2045,2488375,2345347,75.10925804993218,87.19392055845042
Alabama,1,2013,2013/09,1790,1958,2488375,2345347,71.93449540362687,83.48444814349433
Alabama,1,2013,2013/10,2058,2095,2488375,2345347,82.7045762797006,89.32580125670104
Alabama,1,2013,2013/11,2031,2148,2488375,2345347,81.61953081830512,91.58559479684669
Alabama,1,2013,2013/12,2187,2366,2488375,2345347,87.88868237303461,100.8805946412194
Alabama,1,2014,2014/01,2369,2371,2499410,2349967,94.7823686389988,100.89503384515612
Alabama,1,2014,2014/02,2013,1953,2499410,2349967,80.53900720570054,83.10755002091518
Alabama,1,2014,2014/03,2084,2204,2499410,2349967,83.37967760391453,93.78855107327038
Alabama,1,2014,2014/04,2020,2114,2499410,2349967,80.81907330129911,89.95871005848167
Alabama,1,2014,2014/05,2050,2114,2499410,2349967,82.01935656815009,89.95871005848167
Alabama,1,2014,2014/06,1888,1963,2499410,2349967,75.53782692715481,83.53308791144727
Alabama,1,2014,2014/07,1986,1974,2499410,2349967,79.45875226553467,84.00117959103255
Alabama,1,2014,2014/08,1968,2040,2499410,2349967,78.73858230542407,86.80972966854428
Alabama,1,2014,2014/09,1882,2091,2499410,2349967,75.29777027378461,88.97997291025789
Alabama,1,2014,2014/10,2072,2100,2499410,2349967,82.89956429717414,89.36295701173675
Alabama,1,2014,2014/11,2070,2135,2499410,2349967,82.8195454127174,90.85233962859904
Alabama,1,2014,2014/12,2371,2383,2499410,2349967,94.86238752345554,101.40567931379462
Alabama,1,2015,2015/01,2505,2494,2505795,2353184,99.9682735419298,105.98406244475571
Alabama,1,2015,2015/02,2211,2236,2505795,2353184,88.23547018012248,95.02019391598787
Alabama,1,2015,2015/03,2311,2498,2505795,2353184,92.22621962291409,106.15404490256606
Alabama,1,2015,2015/04,2062,2155,2505795,2353184,82.28925351036298,91.57804914532821
Alabama,1,2015,2015/05,1953,2179,2505795,2353184,77.93933661772013,92.59794389219033
Alabama,1,2015,2015/06,1969,2027,2505795,2353184,78.57785652856678,86.13861049539688
Alabama,1,2015,2015/07,1996,2127,2505795,2353184,79.65535887812052,90.38817194065572
Alabama,1,2015,2015/08,2016,2105,2505795,2353184,80.45350876667884,89.45326842269878
Alabama,1,2015,2015/09,1972,2114,2505795,2353184,78.69757901185054,89.83572895277207
Alabama,1,2015,2015/10,2052,2183,2505795,2353184,81.89017856608382,92.76792635000068
Alabama,1,2015,2015/11,2043,2193,2505795,2353184,81.53101111623258,93.19288249452657
Alabama,1,2015,2015/12,2216,2292,2505795,2353184,88.43500765226206,97.39994832533283
Alabama,1,2016,2016/01,2286,2364,2507714,2355586,91.15872065155756,100.35719349665008
Alabama,1,2016,2016/02,2215,2213,2507714,2355586,88.32745679930008,93.94689898819232
Alabama,1,2016,2016/03,2226,2366,2507714,2355586,88.76610331162166,100.44209805967603
Alabama,1,2016,2016/04,2048,2198,2507714,2355586,81.66800520314517,93.31011476549784
Alabama,1,2016,2016/05,2064,2200,2507714,2355586,82.30603649379475,93.39501932852377
Alabama,1,2016,2016/06,2018,2089,2507714,2355586,80.47169653317722,88.68281608058462
Alabama,1,2016,2016/07,2025,2165,2507714,2355586,80.75083522283641,91.90918947556999
Alabama,1,2016,2016/08,2067,2132,2507714,2355586,82.42566736079154,90.50826418564213
Alabama,1,2016,2016/09,2003,2119,2507714,2355586,79.87354219819325,89.95638452597358
Alabama,1,2016,2016/10,2089,2255,2507714,2355586,83.3029603854347,95.72989481173687
Alabama,1,2016,2016/11,2169,2259,2507714,2355586,86.49311683868257,95.89970393778873
Alabama,1,2016,2016/12,2408,2488,2507714,2355586,96.02370924276053,105.6212764042578
Alabama,1,2017,2017/01,2361,2499,2514911,2359836,93.8800617596408,105.89718946570864
Alabama,1,2017,2017/02,2110,2228,2514911,2359836,83.89958928964087,94.41334058807476
Alabama,1,2017,2017/03,2306,2386,2514911,2359836,91.69310564071651,101.10872111451813
Alabama,1,2017,2017/04,2145,2250,2514911,2359836,85.29128863804723,95.34560876264283
Alabama,1,2017,2017/05,2147,2248,2514911,2359836,85.37081431509903,95.26085711040936
Alabama,1,2017,2017/06,2011,2144,2514911,2359836,79.96306827557714,90.85377119426943
Alabama,1,2017,2017/07,2060,2165,2514911,2359836,81.91144736334606,91.74366354272077
Alabama,1,2017,2017/08,2030,2195,2514911,2359836,80.71856220756918,93.01493832622268
Alabama,1,2017,2017/09,2061,2254,2514911,2359836,81.95121020187196,95.51511206710975
Alabama,1,2017,2017/10,2115,2222,2514911,2359836,84.09840348227034,94.15908563137438
Alabama,1,2017,2017/11,2111,2291,2514911,2359836,83.93935212816676,97.08301763342877
Alabama,1,2017,2017/12,2398,2501,2514911,2359836,95.35128678509895,105.9819411179421
Alabama,1,2018,2018/01,2832,2869,2523756,2364115,112.21370053206411,121.35619460136246
Alabama,1,2018,2018/02,2191,2331,2523756,2364115,86.81504868140978,98.59926441818608
Alabama,1,2018,2018/03,2258,2402,2523756,2364115,89.46982196377145,101.60250241633761
Alabama,1,2018,2018/04,2143,2263,2523756,2364115,84.91312155374767,95.72292380023815
Alabama,1,2018,2018/05,2133,2325,2523756,2364115,84.51688673548473,98.34546965777892
Alabama,1,2018,2018/06,2017,2221,2523756,2364115,79.92056284363464,93.94636047738794
Alabama,1,2018,2018/07,2056,2303,2523756,2364115,81.4658786348601,97.41488886961929
Alabama,1,2018,2018/08,1994,2281,2523756,2364115,79.00922276162989,96.48430808145966
Alabama,1,2018,2018/09,1984,2175,2523756,2364115,78.61298794336695,92.00060064759963
Alabama,1,2018,2018/10,2150,2191,2523756,2364115,85.19048592653172,92.67738667535208
Alabama,1,2018,2018/11,2159,2221,2523756,2364115,85.54709726296836,93.94636047738794
Alabama,1,2018,2018/12,2361,2492,2523756,2364115,93.55104059187973,105.40942382244519
Alabama,1,2019,2019/01,2380,2531,2533668,2369517,93.93495911855855,106.81501757531176
Alabama,1,2019,2019/02,2132,2268,2533668,2369517,84.14677850452388,95.71570915085226
Alabama,1,2019,2019/03,2294,2461,2533668,2369517,90.54067067982072,103.8608290212731
Alabama,1,2019,2019/04,2105,2328,2533668,2369517,83.08112980864107,98.24787076859968
Alabama,1,2019,2019/05,2178,2397,2533668,2369517,85.96232813454644,101.1598566290092
Alabama,1,2019,2019/06,2110,2195,2533668,2369517,83.27847215973048,92.63491251592625
Alabama,1,2019,2019/07,2080,2353,2533668,2369517,82.09441805319402,99.30293810932777
Alabama,1,2019,2019/08,2133,2269,2533668,2369517,84.18624697474176,95.75791184448138
Alabama,1,2019,2019/09,1992,2179,2533668,2369517,78.62119267402043,91.95966941786027
Alabama,1,2019,2019/10,2106,2256,2533668,2369517,83.12059827885895,95.20927682730277
Alabama,1,2019,2019/11,2164,2365,2533668,2369517,85.4097695514961,99.80937043287724
Alabama,1,2019,2019/12,2346,2486,2533668,2369517,92.59303113115057,104.9158963620012
Alabama,1,2020,2020/01,2381,2472,2544566,2376966,93.57194900820022,103.9981219756614
Alabama,1,2020,2020/02,2269,2424,2544566,2376966,89.17041255758349,101.97874096642526
Alabama,1,2020,2020/03,2315,2566,2544566,2376966,90.97818645694393,107.95274311874886
Alabama,1,2020,2020/04,2373,2583,2544566,2376966,93.25755354744189,108.66794055951999
Alabama,1,2020,2020/05,2498,2692,2544566,2376966,98.16998262179091,113.25361826799373
Alabama,1,2020,2020/06,2428,2578,2544566,2376966,95.41902234015545,108.4575883710579
Alabama,1,2020,2020/07,2856,3013,2544566,2376966,112.23917949072651,126.75822876726045
Alabama,1,2020,2020/08,2791,3101,2544566,2376966,109.68471637206503,130.46042728419337
Alabama,1,2020,2020/09,2468,2756,2544566,2376966,96.99099964394713,115.94612628030859
Alabama,1,2020,2020/10,2532,2790,2544566,2376966,99.50616333001385,117.37652116185086
Alabama,1,2020,2020/11,2703,2978,2544566,2376966,106.22636630372331,125.28576344802576
Alabama,1,2020,2020/12,3426,3786,2544566,2376966,134.63985606975805,159.27867710350085
Alaska,2,2010,2010/01,150,168,340603,369628,44.03954163645065,45.45110218922809
Alaska,2,2010,2010/02,125,164,340603,369628,36.69961803037554,44.368933089484564
Alaska,2,2010,2010/03,114,168,340603,369628,33.47005164370249,45.45110218922809
Alaska,2,2010,2010/04,132,172,340603,369628,38.75479664007657,46.53327128897161
Alaska,2,2010,2010/05,128,180,340603,369628,37.58040886310455,48.69760948845867
Alaska,2,2010,2010/06,138,163,340603,369628,40.516378305534595,44.09839081454868
Alaska,2,2010,2010/07,139,194,340603,369628,40.8099752497776,52.48520133756101
Alaska,2,2010,2010/08,123,200,340603,369628,36.112424141889534,54.108454987176295
Alaska,2,2010,2010/09,139,160,340603,369628,40.8099752497776,43.28676398974104
Alaska,2,2010,2010/10,128,184,340603,369628,37.58040886310455,49.77977858820219
Alaska,2,2010,2010/11,125,201,340603,369628,36.69961803037554,54.37899726211218
Alaska,2,2010,2010/12,156,177,340603,369628,45.801123301908675,47.88598266365102
Alaska,2,2011,2011/01,139,185,347526,375192,39.99700741815001,49.30808759248598
Alaska,2,2011,2011/02,112,145,347526,375192,32.227804538365476,38.6468794643809
Alaska,2,2011,2011/03,174,216,347526,375192,50.06819633638922,57.570523891767415
Alaska,2,2011,2011/04,130,162,347526,375192,37.4072731248885,43.17789291882556
Alaska,2,2011,2011/05,126,186,347526,375192,36.25628010566116,49.57461779568861
Alaska,2,2011,2011/06,139,200,347526,375192,39.99700741815001,53.30604064052538
Alaska,2,2011,2011/07,138,211,347526,375192,39.70925916334318,56.23787287575428
Alaska,2,2011,2011/08,131,190,347526,375192,37.69502137969533,50.64073860849911
Alaska,2,2011,2011/09,112,192,347526,375192,32.227804538365476,51.17379901490437
Alaska,2,2011,2011/10,149,153,347526,375192,42.874489966218356,40.77912109000192
Alaska,2,2011,2011/11,116,182,347526,375192,33.37879755759281,48.5084969828781
Alaska,2,2011,2011/12,157,204,347526,375192,45.176476004673034,54.37216145333589
Alaska,2,2012,2012/01,135,184,350211,381238,38.54818952003221,48.263814205299575
Alaska,2,2012,2012/02,119,188,350211,381238,33.97951520654691,49.3130275575887
Alaska,2,2012,2012/03,146,206,350211,381238,41.68915311055335,54.034487642889744
Alaska,2,2012,2012/04,150,192,350211,381238,42.831321688924675,50.36224090987782
Alaska,2,2012,2012/05,142,149,350211,381238,40.54698453218203,39.08319737276977
Alaska,2,2012,2012/06,146,163,350211,381238,41.68915311055335,42.75544410578169
Alaska,2,2012,2012/07,129,177,350211,381238,36.83493665247522,46.427690838793616
Alaska,2,2012,2012/08,132,159,350211,381238,37.691563086253716,41.70623075349257
Alaska,2,2012,2012/09,138,185,350211,381238,39.404815953810704,48.52611754337185
Alaska,2,2012,2012/10,139,210,350211,381238,39.690358098403536,55.083700995178866
Alaska,2,2012,2012/11,149,212,350211,381238,42.54577954433184,55.60830767132342
Alaska,2,2012,2012/12,167,195,350211,381238,47.68553814700281,51.14915092409466
Alaska,2,2013,2013/01,150,212,349564,385568,42.91059720108478,54.98381608432235
Alaska,2,2013,2013/02,125,184,349564,385568,35.75883100090398,47.72180263922317
Alaska,2,2013,2013/03,163,214,349564,385568,46.6295156251788,55.50253133040086
Alaska,2,2013,2013/04,134,160,349564,385568,38.33346683296907,41.49721968628102
Alaska,2,2013,2013/05,152,167,349564,385568,43.48273849709924,43.312723047555814
Alaska,2,2013,2013/06,126,197,349564,385568,36.044901648911214,51.093451738733506
Alaska,2,2013,2013/07,138,187,349564,385568,39.477749424997995,48.49987550834094
Alaska,2,2013,2013/08,138,204,349564,385568,39.477749424997995,52.9089551000083
Alaska,2,2013,2013/09,150,178,349564,385568,42.91059720108478,46.165656900987635
Alaska,2,2013,2013/10,168,187,349564,385568,48.05986886521495,48.49987550834094
Alaska,2,2013,2013/11,144,188,349564,385568,41.19417331304139,48.7592331313802
Alaska,2,2013,2013/12,162,169,349564,385568,46.343444977171565,43.83143829363433
Alaska,2,2014,2014/01,145,224,349436,387296,41.49543836353438,57.8368999421631
Alaska,2,2014,2014/02,116,179,349436,387296,33.19635069082751,46.2178798644964
Alaska,2,2014,2014/03,132,195,349436,387296,37.77515768266578,50.349087003222344
Alaska,2,2014,2014/04,128,169,349436,387296,36.63045593470621,43.6358754027927
Alaska,2,2014,2014/05,147,201,349436,387296,42.06778923751416,51.89828968024457
Alaska,2,2014,2014/06,131,196,349436,387296,37.48898224567589,50.607287449392715
Alaska,2,2014,2014/07,146,214,349436,387296,41.781613800524276,55.25489548045939
Alaska,2,2014,2014/08,133,207,349436,387296,38.06133311965567,53.447492357266796
Alaska,2,2014,2014/09,139,190,349436,387296,39.77838574159503,49.058084772370485
Alaska,2,2014,2014/10,169,200,349436,387296,48.3636488512918,51.640089234074196
Alaska,2,2014,2014/11,167,207,349436,387296,47.79129797731201,53.447492357266796
Alaska,2,2014,2014/12,169,224,349436,387296,48.3636488512918,57.8368999421631
Alaska,2,2015,2015/01,170,206,349407,389025,48.65386211495477,52.95289505815822
Alaska,2,2015,2015/02,163,182,349407,389025,46.650467792574275,46.78362573099415
Alaska,2,2015,2015/03,131,220,349407,389025,37.49209374740632,56.55163549900392
Alaska,2,2015,2015/04,136,200,349407,389025,38.92308969196381,51.4105777263672
Alaska,2,2015,2015/05,176,218,349407,389025,50.37105724842376,56.03752972174025
Alaska,2,2015,2015/06,143,196,349407,389025,40.926484014344304,50.382366171839855
Alaska,2,2015,2015/07,168,207,349407,389025,48.08146373713177,53.20994794679005
Alaska,2,2015,2015/08,162,179,349407,389025,46.36426860366278,46.01246706509865
Alaska,2,2015,2015/09,156,208,349407,389025,44.64707347019379,53.467000835421885
Alaska,2,2015,2015/10,150,227,349407,389025,42.92987833672479,58.35100571942677
Alaska,2,2015,2015/11,148,208,349407,389025,42.3574799589018,53.467000835421885
Alaska,2,2015,2015/12,163,199,349407,389025,46.650467792574275,51.15352483773536
Alaska,2,2016,2016/01,158,246,353762,388132,44.662795891022775,63.38049941772387
Alaska,2,2016,2016/02,134,201,353762,388132,37.87857373036109,51.78650562179877
Alaska,2,2016,2016/03,182,202,353762,388132,51.447018051684466,52.044149928374885
Alaska,2,2016,2016/04,163,218,353762,388132,46.076175507827294,56.16645883359269
Alaska,2,2016,2016/05,175,203,353762,388132,49.46828658815814,52.301794234951
Alaska,2,2016,2016/06,156,205,353762,388132,44.09744404430097,52.817082848103226
Alaska,2,2016,2016/07,167,210,353762,388132,47.20687920127091,54.10530438098379
Alaska,2,2016,2016/08,145,198,353762,388132,40.98800888733103,51.01357270207043
Alaska,2,2016,2016/09,133,209,353762,388132,37.595897807000185,53.84766007440768
Alaska,2,2016,2016/10,172,237,353762,388132,48.62025881807543,61.06170065853885
Alaska,2,2016,2016/11,142,202,353762,388132,40.13998111724832,52.044149928374885
Alaska,2,2016,2016/12,180,256,353762,388132,50.881666204962656,65.956942483485
Alaska,2,2017,2017/01,171,259,353003,386792,48.441514661348485,66.96105400318517
Alaska,2,2017,2017/02,119,181,353003,386792,33.710761664915026,46.79517673581667
Alaska,2,2017,2017/03,178,213,353003,386792,50.42450064163761,55.06835715319862
Alaska,2,2017,2017/04,155,196,353003,386792,43.9089752778305,50.673230056464455
Alaska,2,2017,2017/05,140,191,353003,386792,39.659719605782385,49.380545616248526
Alaska,2,2017,2017/06,151,203,353003,386792,42.775840431951,52.48298827276676
Alaska,2,2017,2017/07,148,184,353003,386792,41.92598929754138,47.57078739994623
Alaska,2,2017,2017/08,137,204,353003,386792,38.809868471372766,52.74152516080994
Alaska,2,2017,2017/09,178,227,353003,386792,50.42450064163761,58.687873585803224
Alaska,2,2017,2017/10,191,205,353003,386792,54.107188890745974,53.00006204885313
Alaska,2,2017,2017/11,150,227,353003,386792,42.492556720481126,58.687873585803224
Alaska,2,2017,2017/12,171,232,353003,386792,48.441514661348485,59.98055802601915
Alaska,2,2018,2018/01,173,224,352865,384573,49.027248381108926,58.24641875534684
Alaska,2,2018,2018/02,140,197,352865,384573,39.67522990378757,51.22564506608628
Alaska,2,2018,2018/03,153,208,352865,384573,43.35935839485356,54.085960272822064
Alaska,2,2018,2018/04,167,225,352865,384573,47.32688138523231,58.506447410504634
Alaska,2,2018,2018/05,156,201,352865,384573,44.20954189279186,52.26575968671747
Alaska,2,2018,2018/06,125,196,352865,384573,35.42431241409604,50.96561641092848
Alaska,2,2018,2018/07,169,202,352865,384573,47.89367038385785,52.52578834187528
Alaska,2,2018,2018/08,169,220,352865,384573,47.89367038385785,57.206304134715644
Alaska,2,2018,2018/09,156,196,352865,384573,44.20954189279186,50.96561641092848
Alaska,2,2018,2018/10,152,219,352865,384573,43.07596389554079,56.94627547955785
Alaska,2,2018,2018/11,166,236,352865,384573,47.04348688591954,61.36676261724042
Alaska,2,2018,2018/12,182,221,352865,384573,51.577798874923836,57.46633278987344
Alaska,2,2019,2019/01,185,236,350127,381418,52.83797022223364,61.87437404632188
Alaska,2,2019,2019/02,156,222,350127,381418,44.55526137658621,58.20386033170957
Alaska,2,2019,2019/03,184,245,350127,381418,52.552359572383736,64.23399000571551
Alaska,2,2019,2019/04,172,183,350127,381418,49.1250317741848,47.97885784100383
Alaska,2,2019,2019/05,163,234,350127,381418,46.55453592553559,61.35001494423441
Alaska,2,2019,2019/06,169,204,350127,381418,48.26819982463506,53.484628412922305
Alaska,2,2019,2019/07,132,180,350127,381418,37.70060578018833,47.19231918787262
Alaska,2,2019,2019/08,165,186,350127,381418,47.12575722523542,48.76539649413505
Alaska,2,2019,2019/09,156,208,350127,381418,44.55526137658621,54.53334661709725
Alaska,2,2019,2019/10,164,219,350127,381418,46.8401465753855,57.41732167857836
Alaska,2,2019,2019/11,183,239,350127,381418,52.26674892253382,62.66091269945309
Alaska,2,2019,2019/12,178,250,350127,381418,50.83869567328426,65.5448877609342
Alaska,2,2020,2020/01,199,241,349621,381537,56.91877776220536,63.16556454550935
Alaska,2,2020,2020/02,156,227,349621,381537,44.619745381427315,59.49619565074947
Alaska,2,2020,2020/03,150,220,349621,381537,42.903601328295494,57.66151120336953
Alaska,2,2020,2020/04,163,206,349621,381537,46.62191344341444,53.99214230860965
Alaska,2,2020,2020/05,182,226,349621,381537,52.056369611665204,59.23409787255233
Alaska,2,2020,2020/06,150,230,349621,381537,42.903601328295494,60.28248898534087
Alaska,2,2020,2020/07,179,254,349621,381537,51.19829758509929,66.5728356620721
Alaska,2,2020,2020/08,177,261,349621,381537,50.62624956738868,68.40752010945204
Alaska,2,2020,2020/09,185,247,349621,381537,52.91444163823111,64.73815121469215
Alaska,2,2020,2020/10,206,275,349621,381537,58.92094582419248,72.0768890042119
Alaska,2,2020,2020/11,216,295,349621,381537,61.781185912745514,77.3188445681546
Alaska,2,2020,2020/12,209,316,349621,381537,59.77901785075839,82.82289791029442
Arizona,4,2010,2010/01,1907,2115,3216194,3175823,59.29368688580353,66.59691047013641
Arizona,4,2010,2010/02,1717,1939,3216194,3175823,53.38608305344765,61.05503990619125
Arizona,4,2010,2010/03,2007,2147,3216194,3175823,62.40295206072768,67.60452329994462
Arizona,4,2010,2010/04,1835,2059,3216194,3175823,57.055015959858146,64.83358801797203
Arizona,4,2010,2010/05,1915,1959,3216194,3175823,59.54242809979746,61.684797924821375
Arizona,4,2010,2010/06,1759,1958,3216194,3175823,54.69197442691579,61.65331002388987
Arizona,4,2010,2010/07,1798,2138,3216194,3175823,55.904587845136206,67.32113219156105
Arizona,4,2010,2010/08,1756,2078,3216194,3175823,54.59869647166806,65.43185813567067
Arizona,4,2010,2010/09,1725,1996,3216194,3175823,53.63482426744158,62.84985025928712
Arizona,4,2010,2010/10,1731,2025,3216194,3175823,53.82138017793703,63.76299938630081
Arizona,4,2010,2010/11,1889,1989,3216194,3175823,58.73401915431718,62.62943495276657
Arizona,4,2010,2010/12,2026,2294,3216194,3175823,62.99371244396327,72.23324473687607
Arizona,4,2011,2011/01,2141,2247,3258634,3223871,65.70237713103097,69.69881859416832
Arizona,4,2011,2011/02,2009,2118,3258634,3223871,61.651600026268675,65.69741779370204
Arizona,4,2011,2011/03,2133,2294,3258634,3223871,65.4568754883181,71.15669330441571
Arizona,4,2011,2011/04,1912,2120,3258634,3223871,58.67489260837517,65.7594550154147
Arizona,4,2011,2011/05,1852,2115,3258634,3223871,56.833630288028665,65.60436196113307
Arizona,4,2011,2011/06,1829,2079,3258634,3223871,56.12781306522917,64.48769197030526
Arizona,4,2011,2011/07,1837,2025,3258634,3223871,56.373314707942036,62.81268698406357
Arizona,4,2011,2011/08,1886,2081,3258634,3223871,57.87701226955835,64.54972919201792
Arizona,4,2011,2011/09,1778,1968,3258634,3223871,54.562740092934646,61.04462616525289
Arizona,4,2011,2011/10,1932,2031,3258634,3223871,59.288646715157334,62.99879864920153
Arizona,4,2011,2011/11,1792,2038,3258634,3223871,54.99236796768216,63.215928925195826
Arizona,4,2011,2011/12,1980,2184,3258634,3223871,60.761656571434536,67.74464611021968
Arizona,4,2012,2012/01,2019,2271,3294772,3258483,61.27889881302864,69.69500838273515
Arizona,4,2012,2012/02,2074,2157,3294772,3258483,62.94821007341327,66.19644785625704
Arizona,4,2012,2012/03,2116,2383,3294772,3258483,64.22295685407063,73.13219065436279
Arizona,4,2012,2012/04,2050,2197,3294772,3258483,62.21978334160907,67.42401295326691
Arizona,4,2012,2012/05,1924,2148,3294772,3258483,58.395542999637,65.92024570942982
Arizona,4,2012,2012/06,1825,2140,3294772,3258483,55.39078273094466,65.67473269002784
Arizona,4,2012,2012/07,1821,2141,3294772,3258483,55.26937827564396,65.70542181745309
Arizona,4,2012,2012/08,1769,2184,3294772,3258483,53.69112035673485,67.0250542967387
Arizona,4,2012,2012/09,1864,2073,3294772,3258483,56.57447617012649,63.618561152536316
Arizona,4,2012,2012/10,1913,2144,3294772,3258483,58.061680747560075,65.79748919972883
Arizona,4,2012,2012/11,1914,2081,3294772,3258483,58.09203186138525,63.86407417193829
Arizona,4,2012,2012/12,2025,2316,3294772,3258483,61.46100549597969,71.07601911687125
Arizona,4,2013,2013/01,2429,2707,3331505,3295119,72.90999113013488,82.15181303012122
Arizona,4,2013,2013/02,2186,2258,3331505,3295119,65.61599037071834,68.52559801330392
Arizona,4,2013,2013/03,2192,2374,3331505,3295119,65.79608915490147,72.04595645862865
Arizona,4,2013,2013/04,2029,2255,3331505,3295119,60.90340551792658,68.4345542604076
Arizona,4,2013,2013/05,1947,2185,3331505,3295119,58.442055467423884,66.3102000261599
Arizona,4,2013,2013/06,1779,2110,3331505,3295119,53.3992895102964,64.03410620375168
Arizona,4,2013,2013/07,1807,2173,3331505,3295119,54.23975050315098,65.94602501457459
Arizona,4,2013,2013/08,1849,2076,3331505,3295119,55.50044199243285,63.00227700425994
Arizona,4,2013,2013/09,1829,2011,3331505,3295119,54.90011271182244,61.0296623581728
Arizona,4,2013,2013/10,1906,1999,3331505,3295119,57.21138044217253,60.66548734658748
Arizona,4,2013,2013/11,1940,2019,3331505,3295119,58.23194021921024,61.27244569922968
Arizona,4,2013,2013/12,2044,2430,3331505,3295119,61.3536524783844,73.7454398460268
Arizona,4,2014,2014/01,2323,2543,3387637,3343847,68.5728724771869,76.05013028407102
Arizona,4,2014,2014/02,2040,2216,3387637,3343847,60.218966790125386,66.27097471863993
Arizona,4,2014,2014/03,2046,2319,3387637,3343847,60.39608139833164,69.35125919337817
Arizona,4,2014,2014/04,1981,2331,3387637,3343847,58.47733980943058,69.71012728752243
Arizona,4,2014,2014/05,2097,2233,3387637,3343847,61.901555568084774,66.7793711853443
Arizona,4,2014,2014/06,1950,2155,3387637,3343847,57.56224766703162,64.44672857340662
Arizona,4,2014,2014/07,1870,2251,3387637,3343847,55.20071955761494,67.3176733265607
Arizona,4,2014,2014/08,1906,2251,3387637,3343847,56.26340720685245,67.3176733265607
Arizona,4,2014,2014/09,1898,2134,3387637,3343847,56.02725439591078,63.818709408654165
